Review,Rating,Review_clean,sentiment
Pop of posey,4,pop posey,0.0
"Great fit, wish they were ankle length",4,great fit wish ankle length,0.8519
Nice and durable but huge,3,nice durable huge,0.6249
Can easily size down,4,easily size,0.34
The material is not wrinkle free,1,material wrinkle free,0.5106
Low waistline,3,low waistline,-0.2732
"Very elegant, pseudo-dress, fun to",4,elegant pseudodress fun,0.7506
Great in water,4,great water,0.6249
Used and Unwashed,2,unwashe,0.0
Best top ever!,5,good,0.4404
Casual yet office appropriate,4,casual office appropriate,0.2023
Buy one size down. The waist will stretch and it doesn't shrink in hot water.,4,buy size waist stretch not shrink hot water,0.0
Might be great if you have a bun in the oven!,2,great bun oven,0.6249
Way too small and too short,1,way small short,0.0
poor product description,1,poor product description,-0.4767
Adjustable and stylish,4,adjustable stylish,0.0
"Beautiful, well made dress but little flexibility",4,beautiful dress little flexibility,0.719
dockers,5,docker,0.0
Like a mullet,3,like mullet,0.3612
Striking dress!,4,strike dress,-0.128
Surprised How Great This Looks On Me,5,surprised great look,0.7184
wrinkles!,3,wrinkle,0.0
Didn't like color,2,not like color,-0.2755
Came late and is to short/ not sending back,2,come late short send,0.0
BUY THEM,5,buy,0.0
"Cute, with reservations",3,cute reservation,0.4588
Runs large and wrinkles horribly.,3,run large wrinkle horribly,-0.5267
Great jean - just runs big and stretches out,4,great jean   run big stretch,0.6249
It's worth a look,4,worth look,0.2263
This shirt was  not wrinkle free,2,shirt   wrinkle free,0.5106
Nice looking. Warm.,4,nice look warm,0.5719
Nice and comfy although a little large,4,nice comfy little large,0.4215
Very versatile and timeless,5,versatile timeless,0.0
Feminine top,4,feminine,0.0
I love the material ans I love this dress so much.  I want all the options,4,love material an love dress   want option,0.8658
Gorgeous fall colors,4,gorgeous fall color,0.6124
This shirt was  not wrinkle free,2,shirt   wrinkle free,0.5106
Cute top but poor quality,4,cute poor quality,-0.0258
Super comfy and stretchy,4,super comfy stretchy,0.5994
Comfy and fit well.,5,comfy fit,0.3612
Very happy with my purchase,4,happy purchase,0.5719
Love these jeans for the stretch -fit,5,love jean stretch fit,0.7717
Cute dress...akward fit,3,cute dressakward fit,0.6705
Warm & heavy sweater,3,warm   heavy sweater,0.2263
I get so many compliments,4,compliment,0.4767
Queda hermoso.,5,queda hermoso,0.0
go to the store and try on pants!,2,store try pant,0.0
Definitely Orange and New!,5,definitely orange new,0.4019
Loved at first but...,3,love,0.6369
Don’t buy it,2,not buy,0.0
"Flattering fit, truly wrinkle free",5,flattering fit truly wrinkle free,0.875
Perfect pencil,5,perfect pencil,0.5719
Looks like a maternity top,1,look like maternity,0.3612
Great shirts for teenagers!,5,great shirt teenager,0.6249
Comfy but no good,2,comfy good,0.4404
Comfy top with cute design!,4,comfy cute design,0.4588
"Good dress, makes your figure look great",4,good dress make figure look great,0.7906
"Liked it, but impractical",4,like impractical,0.3612
Comfortable camisole,3,comfortable camisole,0.5106
Color doesn’t match pictures.,3,color not match picture,0.0
Gorgeous blouse; runs small,4,gorgeous blouse run small,0.6124
Sized too small,5,size small,0.0
Leg holes are way too big,2,leg hole way big,0.0
"You can’t order the pants and jacket separately, the jacket was way to small",1,not order pant jacket separately jacket way small,0.0
Not quite happening,3,happen,0.0
"Cute print, no shape",3,cute print shape,0.4588
"Weird fit, good stretch",2,weird fit good stretch,0.5719
A nice shirt. A bit longer than I thought.,4,nice shirt bit long think,0.4215
Not worth it. Go without.,1,worth,0.2263
Wrong color and too big,2,wrong color big,-0.4767
L space estella hipsters,3,l space estella hipster,0.4588
Fabulously easy dress,5,fabulously easy dress,0.4927
Love layers,5,love layer,0.6369
Not new,1,new,0.0
These are either a fake or irregulars,3,fake irregular,-0.4767
Almost fabulous…and then I washed it,2,fabulousand wash,0.0
Sizing chart way off!,2,size chart way,0.0
Different material,2,different material,0.0
Horrible stitching,2,horrible stitching,-0.5423
Nice vacation dress,4,nice vacation dress,0.4215
Wonderful comfort,5,wonderful comfort,0.7351
Arms too small,1,arm small,0.0
Thread unravels on the bottom of the tanks after washing & drying them for the 1st time,3,thread unravels tank washing   dry 1st time,0.0
It’s giving…. Little house on the prairie,2,give little house prairie,0.0
Runs large!!,3,run large,0.0
This was large … for children ?,1,large   child,0.0
Not right,2,right,0.0
Why oh Why can't they make rain and snow pants for plus size ladies?,4,oh not rain snow pant plus size lady,0.0
Really loose leg.,2,loose leg,-0.3182
Not really compression,4,compression,0.0
It served the purpose,4,serve purpose,0.0
Nice fit but there are issues,3,nice fit issue,0.6486
Size runs large too boxy,2,size run large boxy,0.0
Love these pants but they run large!,4,love pant run large,0.6369
"Flowy, lightweight, and easy",4,flowy lightweight easy,0.4404
"Vibrant colors, beautiful",5,vibrant color beautiful,0.8074
It works for me,3,work,0.0
Great option to the everyday t shirt,4,great option everyday t shirt,0.6249
oily feel to material that shrinks a full size after washing,3,oily feel material shrink size washing,0.0
True red cardigan,5,true red cardigan,0.4215
Just ok...,3,ok,0.296
Quality is suspect.,1,quality suspect,-0.296
Overpriced and see-through,2,overpriced seethrough,0.0
Great too but not for women who have a large bust.,3,great woman large bust,0.6249
Never been more disappointed...,1,disappointed,-0.4767
Cute polka dot pattern,4,cute polka dot pattern,0.4588
Great pant except,3,great pant,0.6249
Hoping This Was The One,3,hope,0.4404
Long in the back,4,long,0.0
"Buena calidad, fiel al tamaño y hermoso color",5,buena calidad fiel al tamaño y hermoso color,0.0
Sooo comfy but runs large,4,sooo comfy run large,0.0
"Great pants, a little long on me (5'1"") but stretchy and high waisted",4,great pant little long 51 stretchy high waiste,0.6249
So great - but quality not amazing,3,great   quality amazing,0.836
Once washed they become pilly!,4,wash pilly,0.0
Very soft and good fitting,5,soft good fitting,0.4404
Love the lace,5,love lace,0.6369
Material is stiff and rather scratchy.,1,material stiff scratchy,0.0
Great fit but do stretch out,4,great fit stretch,0.765
Curvy girls beware,3,curvy girl beware,0.0
"So nice, i'm getting another",4,nice m get,0.4215
A bit too thick,4,bit thick,0.0
Order up a size for boobs,5,order size boob,0.0
Pretty but fussy,3,pretty fussy,0.4939
Dont love,3,not love,-0.5216
adorable dress,5,adorable dress,0.4939
Nice But Mislabeled,3,nice mislabele,0.4215
Super cute but hate the material,3,super cute hate material,0.4939
Pretty skirt,4,pretty skirt,0.4939
Shrinks no matter what you do!,3,shrink matter,0.0258
Got what I thought I was getting,4,get think get,0.0
Had such promise,2,promise,0.3182
The transaction and the product was great,5,transaction product great,0.6249
"Cute, good for every day wear, comfortable.",5,cute good day wear comfortable,0.8481
Uniquely beautiful & elegant dress,4,uniquely beautiful   elegant dress,0.7906
Mens tracks are ok for Women too,4,men track ok woman,0.296
Color is not as it appears in the photo,2,color appear photo,0.0
Very Breakable,5,breakable,0.0
Cute dress but the waist band runs way too large,3,cute dress waist band run way large,0.4588
Haven't washed well,3,not wash,0.0
the pants were to be 29 waist they were way to small,1,pant 29 waist way small,0.0
Really cute and comfortable,5,cute comfortable,0.743
Not oversized,3,oversize,0.0
it’s a little short!,4,little short,0.0
Good fit on these pants!,4,good fit pant,0.6597
Awful print,2,awful print,-0.4588
Average overall,3,average overall,0.0
Nothing fits right,3,fit right,0.3612
It's little larger than I expected.,4,little large expect,0.0
Bad quality.,1,bad quality,-0.5423
It fits as expected I like it.👍🏽,4,fit expect like,0.6124
It’ll Do,2,ll,0.0
Don't trust anyone,4,not trust,-0.4023
Mediocre quality - thin,4,mediocre quality   thin,0.0
Really loose leg.,2,loose leg,-0.3182
Really liked them until they ripped in the crotch after 4 months!,2,like rip crotch 4 month,0.3612
Super comfy jammies,5,super comfy jammie,0.5994
How do i use my arms???,2,use arm,0.0
defective stitching in leg holes,2,defective stitch leg hole,-0.4404
nice price with very light weight,4,nice price light weight,0.4215
Affordable comfort,4,affordable comfort,0.3612
Great cover up,4,great cover,0.6249
It’s giving…. Little house on the prairie,2,give little house prairie,0.0
The fabrics is soft & the fit is perfect for the size I ordered.,5,fabric soft   fit perfect size order,0.7351
Worth 4.99 only,2,worth 499,0.2263
Gaps at the top button - but so pretty,3,gap button   pretty,0.4939
Cute jacket… but strange chemical smell.,3,cute jacket strange chemical smell,0.296
Poor cut.,2,poor cut,-0.6369
Comfortably chic,4,comfortably chic,0.5994
No elastic,2,elastic,0.0
You don't know what you get until you get them...,3,not know,0.0
"Lovely dress, but may need to alter on top",4,lovely dress need alter,0.5859
Lovely poncho!,5,lovely poncho,0.5859
They were ok,3,ok,0.296
"Nice top, but not for petites with larger busts",3,nice petite large bust,0.4215
go to the store and try on pants!,2,store try pant,0.0
Great piece for fall,4,great piece fall,0.6249
Good but...,4,good,0.4404
Much shorter then advertised,1,shorter advertise,0.0
"Beautiful aesthetic, crazy construction",3,beautiful aesthetic crazy construction,0.3612
Not flattering if you want to look slim.,2,flattering want look slim,0.3818
Fabric was itchy for me,3,fabric itchy,-0.2732
It's okay enough but could of been made better,3,okay well,0.4588
It’s cute.,3,cute,0.4588
Ugh... no,2,ugh,-0.4215
Leaves much to be desired...,3,leave desire,0.3612
"Adorable, comfortable, flattering; this has it all",5,adorable comfortable flattering,0.8316
Dye has a smell/ rough fabric,3,dye smell rough fabric,0.0
Okay dress,2,okay dress,0.2263
Think material; poorly made,1,think material poorly,0.0
Ironing - ugh!,3,iron   ugh,-0.4215
"If they still have your size, buy these",4,size buy,0.0
Missed the mark for me,3,miss mark,-0.1531
Nice pants but too sheer,3,nice pant sheer,0.4215
Way to big,2,way big,0.0
Super flattering romper,5,super flattering romper,0.7351
How do i use my arms???,2,use arm,0.0
A casual workhorse,4,casual workhorse,0.2023
Very soft and flattering,4,soft flattering,0.3182
"Shorter than pictured, sheds a lot",2,short picture shed lot,0.0
Great casual weekend or sahm shirt,4,great casual weekend sahm shirt,0.7096
Don’t buy it,2,not buy,0.0
Nice and simple,4,nice simple,0.4215
Fabric quality,3,fabric quality,0.0
Poor fabric quality,1,poor fabric quality,-0.4767
Runs large but pretty,4,run large pretty,0.4939
Not my thing...,2,thing,0.0
Buttons fell off within 24 hours,2,button fall 24 hour,0.0
"Wasn,t. Sure but glad I got it",5,not sure glad get,-0.5334
Not like picture,4,like picture,0.3612
Fits a little tight,4,fit little tight,0.3612
"Cute on the hanger, not so much on",3,cute hanger,0.4588
"Soft, feminine, versatile",5,soft feminine versatile,0.0
Super hip,5,super hip,0.5994
"Runs large, muted colors",3,run large mute color,0.0
Mumsy,2,mumsy,0.0
Different Button Attachment,4,different button attachment,0.296
The colors are not as shown,3,color show,0.0
go to the store and try on pants!,2,store try pant,0.0
Levi Imposters,1,levi imposter,0.0
Soft but thin,4,soft thin,0.0
This ain't the Amazon I know ...,1,be not amazon know,-0.1326
"Darling dress, worth the buy now on sale!",3,darling dress worth buy sale,0.6908
Muy bonita,5,muy bonita,0.0
Sizing chart way off!,2,size chart way,0.0
Truly seamless,4,truly seamless,0.4404
Like it but the arm holes are really big,3,like arm hole big,0.3612
Gotta love lurex,4,get to love lurex,0.6369
Nice design but high maintenance fabric,3,nice design high maintenance fabric,0.4215
Good Quality for Price,4,good quality price,0.4404
Cute but needs a lining,4,cute need lining,0.4588
Feel weird,4,feel weird,-0.1779
Nice fit for cool weather,4,nice fit cool weather,0.765
"Cute, but oversized",4,cute oversized,0.4588
A little itchy for me,3,little itchy,-0.204
Really liked them until they ripped in the crotch after 4 months!,2,like rip crotch 4 month,0.3612
"Beautiful dress, not right for everyone",3,beautiful dress right,0.5994
Wrap dress,4,wrap dress,0.0
Too small and see through,1,small,0.0
"Beautiful dress, weird sizing",4,beautiful dress weird sizing,0.4939
Really happy!,5,happy,0.5719
Very bad,1,bad,-0.5423
Great tee for summer,5,great tee summer,0.6249
Hits perfectly high on the waist.,4,hit perfectly high waist,0.6369
Wrong color & awkward sewn in thong but great fabric!,3,wrong color   awkward sew thong great fabric,0.1027
Seems like a a good product but overpriced,4,like good product overprice,0.6597
It’s huge and thick cotton,2,huge thick cotton,0.3182
Gray windowpane shirt,4,gray windowpane shirt,0.0
"For tall, thin people, the fit is true to size.",5,tall thin people fit true size,0.6486
Too small and thin,3,small thin,0.0
met expectation,5,meet expectation,0.0
Simple and classic but cute,4,simple classic cute,0.4588
This jacket runs really small,3,jacket run small,0.0
Fabric like pj picture looks fine but in person negative,1,fabric like pj picture look fine person negative,-0.1027
"Yes, but",4,yes,0.4019
Triangles aren't my shape,2,triangle not shape,0.0
Rough and itchy fabric,1,rough itchy fabric,-0.2732
Nice but neck dind't work for me,4,nice neck dindt work,0.4215
Way too long!,2,way long,0.0
Quite thin,5,thin,0.0
Sweet and fun without being too young,4,sweet fun young,0.743
Boxier than it appears,3,boxi appear,0.0
Didn't like color,2,not like color,-0.2755
Soft but boxy,4,soft boxy,0.0
Versatile casual pant,4,versatile casual pant,0.2023
thin artificial cotton,1,thin artificial cotton,0.0
"Cool, soft tough girl vibe",4,cool soft tough girl vibe,0.2023
Pretty happy with it,4,pretty happy,0.7845
Three Stars,3,star,0.0
The material is excellent and doesn't crush easily,5,material excellent not crush easily,0.4781
"Pretty top, scratchy material",3,pretty scratchy material,0.4939
Another huge dress...,4,huge dress,0.3182
"Short waisted, fits small",2,short waiste fit small,0.3612
Sewing Material,1,sewing material,0.0
Shirt looked emerald green in the store!,5,shirt look emerald green store,0.0
Sweater wrap midi skirt,2,sweater wrap midi skirt,0.0
Very pretty but very small,4,pretty small,0.4939
Good fit but poor material,3,good fit poor material,0.3182
Really loose leg.,2,loose leg,-0.3182
Rise is too short,3,rise short,0.0
"Comfy, flattering and beautiful!",5,comfy flattering beautiful,0.7351
Good Product.,5,good product,0.4404
It snags too easy,4,snag easy,0.4404
i like em but the size....,2,like em size,0.3612
Not the quality I was expecting,2,quality expect,0.0
Buy using bust measurement!,3,buy bust measurement,0.0
Walking 🚶‍♂️ shorts,4,walk   short,0.0
"after wash it become very big and can be use, i have to throiw,",1,wash big use throiw,0.0
Fun patterns and prints for a rainy day ;-),4,fun pattern print rainy day,0.4588
Fine t shirt,4,fine t shirt,0.2023
Very poor quality. The length is far from being right.,1,poor quality length far right,-0.4767
Bohoranna rhapsody,4,bohoranna rhapsody,0.0
Quality produbt,5,quality produbt,0.0
"Picture appears to be 2 pieces, but it is not",4,picture appear 2 piece,0.0
No way this is a 32 waist,1,way 32 waist,0.0
Get one size up.,4,size,0.0
Could live in this jumpsuit,5,live jumpsuit,0.0
More orange in person,4,orange person,0.0
I bought same product a year ago and now they are too loose.,1,buy product year ago loose,-0.3182
Exactly what we needed!,5,exactly need,0.0
Amazing tank!,5,amazing tank,0.5859
I like the material and the loose fit .,4,like material loose fit,0.4019
Just meh for the price,4,meh price,-0.0772
One of my most favorite purchases ever,5,favorite purchase,0.4588
Runs on the smaller side,3,run small,0.0
These are either a fake or irregulars,3,fake irregular,-0.4767
A stunner,5,stunner,0.0
Comfortable and a good thickness,5,comfortable good thickness,0.7351
Color and buttons,4,color button,0.0
"great fit, poor quality.",1,great fit poor quality,0.5423
"Cheap material, large collar, doesn’t look like photo",1,cheap material large collar not look like photo,-0.2755
Looks Nice,4,look nice,0.4215
Sabor agridulce!,2,sabor agridulce,0.0
Slim jeans,5,slim jean,0.0
"Great dress, but not my style",4,great dress style,0.6249
Gorgeous but pricey,4,gorgeous pricey,0.6124
Pretty pj's,1,pretty pjs,0.4939
The jacket is satisfactory,3,jacket satisfactory,0.3612
"Great looking pants, classy.",5,great look pant classy,0.7906
Nice design but not that great,3,nice design great,0.7845
Beautiful feminine dress!!,5,beautiful feminine dress,0.5994
This jacket runs really small,3,jacket run small,0.0
Wonderful and easy dress,4,wonderful easy dress,0.765
"Like, but not love",4,like love,0.7717
"If you have any ""bust"" not for you!",2,bust,0.0
"Size 16 cut inconsistently, too small",1,size 16 cut inconsistently small,-0.2732
"Good shirt, but the red collar is very noticeable",4,good shirt red collar noticeable,0.4404
Great bang for buck!,5,great bang buck,0.6249
Gorgeous but very small across back!,4,gorgeous small,0.6124
Tts apart from snug arms,4,tt apart snug arm,0.0
Best Dress EVER,5,good dress,0.4404
The fur is luxurious,5,fur luxurious,0.0
Ask for 32×29 way to small all my other pant are 32×29 and fit great.not sure why they want fit.,2,ask 3229 way small pant 3229 fit greatnot sure want fit,0.765
Looks like shapeless lingerie,1,look like shapeless lingerie,0.3612
Waist runs big,2,waist run big,0.0
The perfect fit for my petite mom!,5,perfect fit petite mom,0.7351
Pretty decent shirts,3,pretty decent shirt,0.4939
"Felt stiff, not soft",2,feel stiff soft,0.0
Way too small -size up a couple sizes,1,way small size couple size,0.0
baggy baggy baggy,1,baggy baggy baggy,0.0
Cute But Sized Weird,4,cute sized weird,0.3182
"Typical work shirt. Shoulders droop a bit for me, otherwise the fit is good.",4,typical work shirt shoulder droop bit fit good,0.6597
Lovely print and fabric design,3,lovely print fabric design,0.5859
"Decent pants, sizing is terrible.",2,decent pant size terrible,-0.4767
Looks great but was missing the bow tie!,3,look great miss bow tie,0.5423
"Looks good, size fits as expected",4,look good size fit expect,0.6597
Very cute style,4,cute style,0.4588
Sleeves are a bit long,3,sleeve bit long,0.0
The pants fit me just perfectly,5,pant fit perfectly,0.7717
Light weight cardi,4,light weight cardi,0.0
NOT AS PICTURED,2,picture,0.0
Love these pj's,5,love pjs,0.6369
Plain jane,3,plain jane,0.0
doesn't fit well,1,not fit,-0.2755
Wrong color and too big,2,wrong color big,-0.4767
Lovely look but disappointing quality,3,lovely look disappointing quality,0.1531
Super comfortable and cute,5,super comfortable cute,0.8807
Def not true to size on my 3rd return my son a 32w now we up to 38w,1,def true size 3rd return son 32w 38w,0.4215
I’m a little shocked,4,m little shocked,-0.2516
Great pants but wish they were made of cotton,4,great pant wish cotton,0.7783
Nice little top,4,nice little,0.4215
Simply floaty,4,simply floaty,0.0
Slip underneath lifts,3,slip underneath lift,0.0
Good sale on these,4,good sale,0.4404
Okay dress,2,okay dress,0.2263
Excellent pair of pants,5,excellent pair pant,0.5719
Comfortable for the price.,5,comfortable price,0.5106
Very tricky sizing,4,tricky size,-0.1531
You suggested size small glad I got med. Boy do I look great in them.,5,suggest size small glad get med boy look great,0.7964
Comentario,4,comentario,0.0
Good Product for the Price,3,good product price,0.4404
Too much extra material.,3,extra material,0.0
Amazing alternative to a denim skirt!,5,amazing alternative denim skirt,0.5859
Nice shorts but run small,3,nice short run small,0.4215
Fit weird,3,fit weird,0.2023
Just okay. Too sheer and was short in the waist,1,okay sheer short waist,0.2263
it was big,1,big,0.0
Price is a little bit expensive and it's not for too cold weather,4,price little bit expensive cold weather,0.0
"Good Jacket, fits big!",4,good jacket fit big,0.6597
As good or better than the Eber*** twin style,5,good well eber twin style,0.6124
"Attractive and good quality, but runs large",3,attractive good quality run large,0.7003
Worth it for me,4,worth,0.2263
"LOVE THEM...GREAT PRICE, TOO!",5,love themgreat price,0.6369
Cute style but has flaws,3,cute style flaw,0.4588
Over all nice pajamas,4,nice pajama,0.4215
Just like the photo!!,5,like photo,0.3612
Very thin material. nice colors,1,thin material nice color,0.4215
Cute top with the exception of…….,3,cute exception,0.4588
"Cute top, but...",4,cute,0.4588
Fit weird,3,fit weird,0.2023
Not Calvin Klein,1,calvin klein,0.0
Gorgeous & comfy,5,gorgeous   comfy,0.6124
Throw on and go perfection,5,throw perfection,0.5719
"Very pretty, but too pricey",3,pretty pricey,0.4939
Nice shirt but huge,3,nice shirt huge,0.6249
Wrinkled mess!,3,wrinkle mess,-0.3612
Smaller than Expected,1,small expect,0.0
Cameltoe and doesn't support belly,3,cameltoe not support belly,-0.3089
Not cotton at all,3,cotton,0.0
"If you have any ""bust"" not for you!",2,bust,0.0
Charged twice,4,charge twice,0.0
Not impressed with durability,2,impress durability,0.4404
Poor material does not breath well sweaty,1,poor material breath sweaty,-0.4767
Violetta dress,5,violetta dress,0.0
Heartbreakingly gorgeous awful fit,3,heartbreakingly gorgeous awful fit,0.1779
"Easy, comfortable and beachy chic",4,easy comfortable beachy chic,0.8074
The very good and the very bad,3,good bad,-0.1531
Classy black dress,4,classy black dress,0.4404
"Gorgeous look, weird lining. i'm on the fence.",3,gorgeous look weird lining m fence,0.5106
Fits nice but way too long!,4,fit nice way long,0.6486
Daytripper dress,3,daytripper dress,0.0
Great fit & colors & style!,4,great fit   color   style,0.765
Geometric top,4,geometric,0.0
Do not dry in Dryer!,3,dry dryer,0.0
Wrinkles too easily.,3,wrinkles easily,0.34
"Never let me exchange, nor return",3,let exchange return,0.0
Summer time shorts,4,summer time short,0.0
"Beautiful design; but, disappointing quality",2,beautiful design disappointing quality,0.1779
"They are perfect, just as described!",5,perfect describe,0.5719
Not super boxy!,5,super boxy,0.5994
Ethereal,4,ethereal,0.0
Wish they worked,2,wish work,0.4019
"Spring, summer, fall",5,spring summer fall,0.0
Great Price for These Pants,5,great price pant,0.6249
Not the quality I was expecting,2,quality expect,0.0
Love this top!!!!,5,love,0.6369
Color fade’s out,3,color fade,0.0
"Love Wallflower, however..",4,love wallflower,0.6369
Ok so far,4,ok far,0.296
Shrank in the washer…,5,shrink washer,0.0
"Beautiful, runs big",4,beautiful run big,0.5994
Give it a try,4,try,0.0
Pretty Good.,3,pretty good,0.7269
Silly short,1,silly short,0.0258
Good quality but ok fit,4,good quality ok fit,0.765
These stretch out horribly,2,stretch horribly,-0.5267
Pajama jeans,2,pajama jean,0.0
"Cute, slightly uncomfortable",4,cute slightly uncomfortable,0.1761
"Runs big, size down",4,run big size,0.0
Pilcro jeans,4,pilcro jean,0.0
Unsatisfactory,3,unsatisfactory,0.0
Flutter poplin top,3,flutter poplin,0.0
Paisley silk maxi dress,2,paisley silk maxi dress,0.0
Would have purchased a larger size,4,purchase large size,0.0
Widest Slim Fit Ever,2,wide slim fit,0.3612
fake Hanes,2,fake hane,-0.4767
Love these pjs!,4,love pjs,0.6369
"Cute top, but uneven fit.",4,cute uneven fit,0.6705
It is a totally different color then advertised,1,totally different color advertise,0.0
Shocked at well this fits!,4,shock fit,-0.0258
Needs ironing do not fold either or ironing again,4,need iron fold iron,0.0
Bell bottoms practically,3,bell bottom practically,0.0
Great addition to your spring/summer wardrobe,5,great addition springsummer wardrobe,0.6249
Almost fabulous…and then I washed it,2,fabulousand wash,0.0
Very satisfied!,5,satisfied,0.4215
Perfect with 1 alteration!,5,perfect 1 alteration,0.5719
I love this blazer . It looks great with jeans,5,love blazer   look great jean,0.8519
Hate the skinny cuff,4,hate skinny cuff,-0.5719
Size down because of liner,4,size liner,0.0
Stinky sweater!,1,stinky sweater,-0.3612
Size fits but doesn’t look as expected,3,size fit not look expect,0.3612
Great quality and will buy again,5,great quality buy,0.6249
Pretty top with chokey neckline,4,pretty chokey neckline,0.4939
"Bought by accident, wanted tagless",2,buy accident want tagless,-0.4215
"Beautiful print, bad fit",3,beautiful print bad fit,0.4404
Very Nice But the Price Jumped,4,nice price jump,0.4215
Maxi dress,5,maxi dress,0.0
Tiny,1,tiny,0.0
Very cute & comfy!,4,cute   comfy,0.4588
"Beautiful and versatile, but big...",4,beautiful versatile big,0.5994
Awful product.,3,awful product,-0.4588
Not what it looks like,2,look like,0.3612
Great fabric and detail,4,great fabric detail,0.6249
Great top. runs small!,4,great run small,0.6249
Great looking tee,4,great look tee,0.6249
No lining in this!,4,lining,0.0
Pretty cotton caftan,4,pretty cotton caftan,0.4939
Very low cut...and a weird snap,2,low cutand weird snap,-0.4215
incredibly soft and comfy,4,incredibly soft comfy,0.0
"Good idea, but...",3,good idea,0.4404
Obsessed w/ag stevies,4,obsess wag stevie,-0.296
The regular size fit my petite frame well,5,regular size fit petite frame,0.3612
Less delicate in person,3,delicate person,0.0516
Fits like a tent,2,fit like tent,0.6124
Very pretty but different from what's pictured,5,pretty different s picture,0.4939
"Nice, but not amazing",4,nice amazing,0.765
"Shirt isn't long long for long torso folks. If you have hips, buy a size or two larger",1,shirt not long long long torso folk hip buy size large,0.0
Works,5,work,0.0
Nice styling!,4,nice styling,0.4215
Note the neoprene,5,note neoprene,0.0
My pants are really baggy,3,pant baggy,0.0
Not well cut,3,cut,-0.2732
Wait for a sale,3,wait sale,0.0
Cozy but bulky,4,cozy bulky,0.0
Defective!,2,defective,-0.4404
Not a premium shirt,2,premium shirt,0.0
Love this blazer!!!!!,5,love blazer,0.6369
"Beautiful print, bad fit",3,beautiful print bad fit,0.4404
Totally see through,2,totally,0.0
Nice blouse.,4,nice blouse,0.4215
"Great look, poor fit",3,great look poor fit,0.5423
Might run a tiny bit large,5,run tiny bit large,0.0
Tried on few dresses to find right size!,4,try dress find right size,0.0
Great Until You Wash Them,3,great wash,0.6249
Casual layering piece,5,casual layering piece,0.2023
"Stunning, but fabric is too thin",1,stunning fabric thin,0.3818
I'm going to wear it a lot,4,m go wear lot,0.0
Cute but runs small and short,4,cute run small short,0.4588
More of a cover up,2,cover,0.0
Sleep wear that is unexpectedly comfortable,4,sleep wear unexpectedly comfortable,0.5106
For the right body type it could work,4,right body type work,0.0
defective stitching in leg holes,2,defective stitch leg hole,-0.4404
Pilcro is king at denim jackets!,5,pilcro king denim jacket,0.0
Pretty but sleeves make it seem large.,3,pretty sleeve large,0.4939
Snug fit across the buttocks,3,snug fit buttock,0.3612
Wide-strap tank,4,widestrap tank,0.0
Fitted if you go by the size chart,4,fit size chart,0.3612
Super soft and luxurious,5,super soft luxurious,0.5994
Love ‘em!,5,love em,0.6369
Better for smaller chest,4,well small chest,0.2732
Definitely not just a sleep top!,4,definitely sleep,0.4019
Fit & quality not as described,3,fit   quality describe,0.3612
Straps are too long,4,strap long,0.0
Wonderful but button issues,4,wonderful button issue,0.5719
Amazing quality product. Shirt Length is a little too long but fits very comfortably and,5,amazing quality product shirt length little long fit comfortably,0.8204
Love this tank!,5,love tank,0.6369
Classic and comfort,4,classic comfort,0.3612
Good quality n fits perfectly,5,good quality n fit perfectly,0.8625
Nice design and soft material.,4,nice design soft material,0.4215
Dickies work pant,4,dickie work pant,0.0
very nice jacket,5,nice jacket,0.4215
"Soft, warm, lightweight, nice pastel colors.",5,soft warm lightweight nice pastel color,0.5719
"Relaxed fit, good quality",5,relaxed fit good quality,0.8225
Did not look like the photo.,1,look like photo,0.3612
Warm weather favorite,5,warm weather favorite,0.5994
Just knew i would love this!,5,know love,0.6369
Manufacturing process incomplete,1,manufacturing process incomplete,0.0
2nd pair i bought fits to size,5,2nd pair buy fit size,0.3612
Great for smaller women,4,great small woman,0.6249
Too long but ok,4,long ok,0.296
Ig brought me here,4,ig bring,0.0
Disposable Clothing,1,disposable clothing,0.0
Not true color,2,true color,0.4215
Mid winter addition,4,mid winter addition,0.0
The front is awkward,3,awkward,-0.1531
Great fall find!,4,great fall find,0.6249
Schoolboy look,4,schoolboy look,0.0
The long sleeve arms portion is a little baggy but I like it.,4,long sleeve arm portion little baggy like,0.3008
Jacket smelled like mildew,3,jacket smell like mildew,0.3612
I generally wear medium an this was sl,5,generally wear medium sl,0.0
Wrong size !,3,wrong size,-0.4767
Good quality but sizing runs small,3,good quality size run small,0.4404
defective stitching in leg holes,2,defective stitch leg hole,-0.4404
"Great to wear, but….",3,great wear,0.6249
Pretty but big,4,pretty big,0.4939
Extremely delicate top,4,extremely delicate,0.1263
Ok if looking for a loose fit,3,ok look loose fit,0.34
Good Product for the Price,3,good product price,0.4404
Material Change,4,material change,0.0
"Weird proportions, unhappy",4,weird proportion unhappy,-0.5423
Fit well but had a strange smell when I received it,4,fit strange smell receive,0.1779
Wash first before wearing,4,wash wear,0.0
Great tee,5,great tee,0.6249
15% polyester gives me some itch,4,15 polyester give itch,0.0
Babydoll,4,babydoll,0.0
Not as Described,1,describe,0.0
Cute but very small,3,cute small,0.4588
"I absolutely love these nice, affordable sweaters!",5,absolutely love nice affordable sweater,0.8211
Too baggy fit was way to baggy,1,baggy fit way baggy,0.3612
A little to high cut wish they were more low cut,4,little high cut wish low cut,-0.3788
Cut funny.,3,cut funny,0.2023
