,Review,Rating,Review_clean,sentiment
26935,Bought 3!,5,buy 3,0.0
26936,Buena calidad suave y ligero.,5,buena calidad suave y ligero,0.4588
26937,Fabulous color and style,5,fabulous color style,0.5267
26938,This material did not breathe at all. No matter what the temperature was I sweat when I wore this.,3,material breathe matter temperature sweat wear,0.0258
26939,Nice spring and summer sweater,4,nice spring summer sweater,0.4215
26940,Nice sweater for the money,5,nice sweater money,0.4215
26941,I like it. Material is a little thin but it will be great when the weather warms up. Fit is good.,5,like material little thin great weather warm fit good,0.9122
26942,Comfortable look with jeans,4,comfortable look jean,0.5106
26943,Camel is Darker Than Pictured,3,camel dark picture,0.0
26944,Soft material & washes nicely,5,soft material   wash nicely,0.4404
26945,It’s fits!!,5,fit,0.3612
26946,Win for me,5,win,0.5859
26947,Great simple sweater,5,great simple sweater,0.6249
26948,Fit exactly like model…….curves body,5,fit exactly like modelcurve body,0.6124
26949,Do t listen to reviews,5,t listen review,0.0
26950,Love it. Texture and color!,5,love texture color,0.6369
26951,Just bought another,5,buy,0.0
26952,"Same size, different fit.",3,size different fit,0.3612
26953,Luv this sweater!!,5,luv sweater,0.0
26954,PERFECT SWEATER,5,perfect sweater,0.5719
26955,Beautiful Sweater! 😍,5,beautiful sweater,0.5994
26956,Cheap quality!!,1,cheap quality,0.0
26957,Nice lightweight sweater for summer beach look,5,nice lightweight sweater summer beach look,0.4215
26958,Soft lightweight,5,soft lightweight,0.0
26959,Lightweight and perfect for traveling,5,lightweight perfect travel,0.5719
26960,Super flattery and comfortable,5,super flattery comfortable,0.8225
26961,Great lightweight sweater,5,great lightweight sweater,0.6249
26962,Very soft and cute,5,soft cute,0.4588
26963,Met and exceeded my Expectations!,5,meet exceed expectation,0.0
26964,Perfect Spring Transition Top,5,perfect spring transition,0.5719
26965,Nice olive green,5,nice olive green,0.4215
26966,A great versatile sweater at a great price,5,great versatile sweater great price,0.8481
26967,BEST sweater ever!!!,5,good sweater,0.4404
26968,Truely nice fit.,4,truely nice fit,0.6486
26969,Nice & light!!,5,nice   light,0.4215
26970,"Good quality, but will shrink in dryer",5,good quality shrink dryer,0.4404
26971,Nice rich color and well finished,5,nice rich color finish,0.7506
26972,Perfect sweater.,5,perfect sweater,0.5719
26973,Nice sweater!,5,nice sweater,0.4215
26974,"it unfortunately balled up after a couple w earrings, very disappointed as I loved it.",4,unfortunately ball couple w earring disappointed love,-0.0772
26975,Lightweight and easy to wear,5,lightweight easy wear,0.4404
26976,Nice color and fit,5,nice color fit,0.6486
26977,"Okay sweater, color way off",3,okay sweater color way,0.2263
26978,Odd cut at shoulders,2,odd cut shoulder,-0.5267
26979,Very nice light weight sweater,5,nice light weight sweater,0.4215
26980,The color was too pink,1,color pink,0.0
26981,"Love the fitted style, light warmth, style",5,love fit style light warmth style,0.8658
26982,Birthday Gift,4,birthday gift,0.4404
26983,Runs bigger than I expected,5,run big expect,0.0
26984,Nice sweater for the money!,5,nice sweater money,0.4215
26985,The fabrics is soft & the fit is perfect for the size I ordered.,5,fabric soft   fit perfect size order,0.7351
26986,Need several!,5,need,0.0
26987,Good quality for it's price,5,good quality price,0.4404
26988,Very average,3,average,0.0
26989,Great sweater for summer- keeps your arms comfortable in air conditioning.,5,great sweater summer keep arm comfortable air conditioning,0.8126
26990,"I wear sweaters often, and get compliments every time I wear this one.",5,wear sweater compliment time wear,0.4767
26991,Nice lightweight cardigan,5,nice lightweight cardigan,0.4215
26992,Ripped and I cannot send it back,3,rip send,0.0
26993,"This product does not wash well, came out of delicate cycle faded and blotchy",1,product wash come delicate cycle fade blotchy,0.0516
26994,Dependable,5,dependable,0.0
26995,Torn after a few wears!,2,tear wear,0.0
26996,"Very comfortable, great quality",5,comfortable great quality,0.8126
26997,Sleeves are too tight.,2,sleeve tight,0.0
26998,Perfect for what I wanted.,5,perfect want,0.6124
26999,All around good cardigan for everyday.,5,good cardigan everyday,0.4404
27000,I want one in every color!,5,want color,0.0772
27001,Perfect Coverup,4,perfect coverup,0.5719
27002,Beautiful cardigan!,5,beautiful cardigan,0.5994
27003,Beautiful light weight summer sweater. Consider sizing up for looser fit.,5,beautiful light weight summer sweater consider size loose fit,0.6249
27004,Nice Sweater,5,nice sweater,0.4215
27005,Great cotton sweater,5,great cotton sweater,0.6249
27006,Great quality but slightly ticker than expected,5,great quality slightly ticker expect,0.6249
27007,Perfect fit 😃,5,perfect fit,0.7351
27008,Buttonholes don’t fit!,1,buttonhole not fit,-0.2755
27009,pulls an outfit together,5,pull outfit,0.0
27010,Perfect light weight sweater!,5,perfect light weight sweater,0.5719
27011,Pleasant Surprise!,5,pleasant surprise,0.6597
27012,Love love love sweater,5,love love love sweater,0.9274
27013,Delivery box was open,1,delivery box open,0.0
27014,Ideal spring weight,5,ideal spring weight,0.5267
27015,Good everyday comfortable sweater,5,good everyday comfortable sweater,0.7351
27016,Must-have Wardrobe Staple,5,musthave wardrobe staple,0.0
27017,Consider getting a size larger unless you like a snug fit,5,consider get size large like snug fit,0.6124
27018,Great sweater! It’s exactly what I wanted!,5,great sweater exactly want,0.6597
27019,A very good quality cardigan,5,good quality cardigan,0.4404
27020,Glad i ordered,5,glad order,0.4588
27021,"Soft and Warm, but Good Lord the Fuzz Balls!",5,soft warm good lord fuzz ball,0.5859
27022,"Bigger than expected, go one size down for perfect fit.",3,big expect size perfect fit,0.7351
27023,exceptional quality,5,exceptional quality,0.0
27024,A happy accident ordering this sweatshirt,5,happy accident order sweatshirt,0.1531
27025,Restock!!,5,restock,0.0
27026,"On sale, great to have in my wardrobe",4,sale great wardrobe,0.6249
27027,"Good, cheap sweatshirt. Gets pilly after a few washes.",4,good cheap sweatshirt get pilly wash,0.4404
27028,"Fits Perfectly, Accurate Color",5,fit perfectly accurate color,0.7717
27029,A welcomed gift,5,welcome gift,0.7096
27030,Pretty big but overall good!,4,pretty big overall good,0.7269
27031,Moneys worth,5,money worth,0.2263
27032,A GREAT VALUE,5,great value,0.7579
27033,Sheds the lining like crazy!,3,shed lining like crazy,0.0258
27034,Really good quality,5,good quality,0.4404
27035,The photo is pink. The color I received was peach.,1,photo pink color receive peach,0.0
27036,"If you’re looking for your basic sweatshirt, this is it!",5,look basic sweatshirt,0.0
27037,Great Sweatshirt!,5,great sweatshirt,0.6249
27038,Sleeves too long. Cuffs are huge.,2,sleeve long cuff huge,0.3182
27039,It's warm and comfortable,5,warm comfortable,0.6369
27040,Very Slim Fit,3,slim fit,0.3612
27041,Did not disappoint!,5,disappoint,-0.4019
27042,Great color and fit?,5,great color fit,0.765
27043,Nice sweatshirt if you are slender,4,nice sweatshirt slender,0.4215
27044,So warm and comfy!!,5,warm comfy,0.2263
27045,Pretty color sweatshirt,5,pretty color sweatshirt,0.4939
27046,godly,5,godly,0.0
27047,"I wear a large, bought an extra large, it fits great",5,wear large buy extra large fit great,0.765
27048,Best ever!!,5,well,0.2732
27049,Great product highly recommended,5,great product highly recommend,0.7841
27050,Is very soft!,4,soft,0.0
27051,Great quality.  Latest Style.  Great price.,5,great quality   late style   great price,0.8481
27052,This sweater runs big.,5,sweater run big,0.0
27053,Decent sweater,3,decent sweater,0.0
27054,Shrinks a bit in the wash.,5,shrink bit wash,0.0
27055,Heavy and wide,4,heavy wide,0.0
27056,Heavy sweater,4,heavy sweater,0.0
27057,Perfect Classic Piece,4,perfect classic piece,0.5719
27058,Not for a per owner,3,owner,0.0
27059,This is crop top - at least for someone who is 5'7,2,crop   57,0.0
27060,Very boxy in shape - Fit larger than expected - It's a good-looking sweater in appropriate size,4,boxy shape   fit large expect   goodlooking sweater appropriate size,0.3612
27061,MY FAVORITE SWEATER,5,favorite sweater,0.4588
27062,Very big and boxy,3,big boxy,0.0
27063,"Super soft, lovely sweater",4,super soft lovely sweater,0.8271
27064,Nice But Slightly Large,4,nice slightly large,0.4215
27065,"Comfortable relaxed fit, love 100% cotton",5,comfortable relaxed fit love 100 cotton,0.9217
27066,Looks more expensive than it is!,5,look expensive,0.0
27067,Great sweater bought 3colors,5,great sweater buy 3colors,0.6249
27068,Very Cropped,3,cropped,0.0
27069,I had great luck with the Daily Ritural Brand!,5,great luck daily ritural brand,0.7964
27070,Try it on,5,try,0.0
27071,This buy is a steal...why?....,5,buy stealwhy,0.0
27072,My daughter loves it. I ordered size small and the fit was as expected!,5,daughter love order size small fit expect,0.7717
27073,Affordable comfort,4,affordable comfort,0.3612
27074,boxy fit,1,boxy fit,0.3612
27075,A Great Dupe,5,great dupe,0.3818
27076,Wow this sweater is amazing.,5,wow sweater amazing,0.8225
27077,100% cotton for this price? So good,5,100 cotton price good,0.4404
27078,Wrong fit,1,wrong fit,-0.1531
27079,Great comfy fall to winter sweater.,5,great comfy fall winter sweater,0.6249
27080,Exceeded expectations - cute and modern styling,5,exceed expectation   cute modern styling,0.4588
27081,SHOP AROUND BEFORE MAKING TGIS PURCHASE,2,shop make tgis purchase,0.0
27082,Affordable 100% cotton,5,affordable 100 cotton,0.0
27083,Great value very comfortable and flattering,5,great value comfortable flattering,0.9022
27084,Pulls out of shape,5,pull shape,0.0
27085,"LOVE LOVE LOVE This Sweater - Great job, Amazon!!",5,love love love sweater   great job amazon,0.9607
27086,It’s perfect! Like someone designed it for me.,5,perfect like design,0.7351
27087,Too tight neck!,2,tight neck,0.0
27088,Comfy sweater,5,comfy sweater,0.0
27089,Classic fit,5,classic fit,0.3612
27090,The sweater is a perfect fit.,5,sweater perfect fit,0.7351
27091,Not cotton.,1,cotton,0.0
27092,"Shrinks, Ill-fitting",1,shrink illfitting,0.0
27093,Basic fall esseno,5,basic fall esseno,0.0
27094,"Fits like a Petite, which is what I thought I was ordering",5,fit like petite think order,0.6124
27095,Great sweater for petites,4,great sweater petite,0.6249
27096,Size was correct,5,size correct,0.0
27097,Nice sweater at a good price.,5,nice sweater good price,0.6908
27098,Super soft and comfortable!,5,super soft comfortable,0.802
27099,Very comfortable sweater at a great price.,5,comfortable sweater great price,0.8126
27100,"Great sweaters, low prices",5,great sweater low price,0.4588
27101,Way too small and too short,1,way small short,0.0
27102,Neckline is not what I expected,2,neckline expect,0.0
27103,Shrinks lots but soft.,2,shrink lot soft,0.0
27104,Fits nicely,5,fit nicely,0.6597
27105,Front of sweater is too short.,3,sweater short,0.0
27106,Nice basic sweater,4,nice basic sweater,0.4215
27107,Perfect sweater for me,5,perfect sweater,0.5719
27108,Sorry I bought 2,1,sorry buy 2,-0.0772
27109,Sweaters like this are hard to find,5,sweater like hard find,0.2732
27110,Great for petites,5,great petite,0.6249
27111,It’s a good product,3,good product,0.4404
27112,"Great sweater for the price, XXL anyway",5,great sweater price xxl,0.6249
27113,Ok for the price but the neckline is too small,3,ok price neckline small,0.296
27114,Cotton sweater,5,cotton sweater,0.0
27115,Perfect petite length,5,perfect petite length,0.5719
27116,Just As Pictured and Described,5,picture describe,0.0
27117,an all-around great sweater,5,allaround great sweater,0.6249
27118,Good sweater.,3,good sweater,0.4404
27119,Very nice cotton sweater but size up. True to size,2,nice cotton sweater size true size,0.6808
27120,Disappointed in this one,5,disappoint,-0.4019
27121,Sweater was to big,1,sweater big,0.0
27122,Does not hold up well,4,hold,0.0
27123,Great with jeans,5,great jean,0.6249
27124,Shrank,5,shrank,0.0
27125,Love the boxy shape,5,love boxy shape,0.6369
27126,Daily Esscential piece.,5,daily esscential piece,0.0
27127,Thick but soft cotton knit sweater with split hem,5,thick soft cotton knit sweater split hem,0.0
27128,I love everything about but is just to big for me.. I order smaller size,5,love big order small size,0.6369
27129,Nice looking. Warm.,4,nice look warm,0.5719
27130,I don’t like how fit,3,not like fit,-0.4973
27131,The best sweater! No pilling. ONLY sweater bought from amazon that doesn't pill!,5,good sweater pilling sweater buy amazon not pill,0.5574
27132,Great sweater!!!,5,great sweater,0.6249
27133,Love my new chunky sweater,5,love new chunky sweater,0.6369
27134,Comfortable and warm!,5,comfortable warm,0.6369
27135,Amazon is Sending Previously-worn Sweaters,1,amazon send previouslyworn sweater,0.1779
27136,Not what I was looking for,2,look,0.0
27137,Beautiful Casual Sweater,5,beautiful casual sweater,0.6908
27138,super soft and comfy,4,super soft comfy,0.5994
27139,nice style but size runs too big.,1,nice style size run big,0.4215
27140,TOO BIG EVEN FOR XS,1,big xs,0.0
27141,"Great sweater, size down",5,great sweater size,0.6249
27142,Soft and Flattering,5,soft flattering,0.3182
27143,Comfort & Warmth,5,comfort   warmth,0.6705
27144,warm/good fit/nice color,5,warmgood fitnice color,0.0
27145,Nice gauge and weight!,5,nice gauge weight,0.4215
27146,Too bulky!,1,bulky,0.0
27147,A great basic,5,great basic,0.6249
27148,"Perfect sweater, I find myself reaching for it often",5,perfect sweater find reach,0.5859
27149,Very nice quality sweater,5,nice quality sweater,0.4215
27150,Excelent,5,excelent,0.0
27151,Cotton - nothing better?,5,cotton   well,0.2732
27152,Love this sweater.,5,love sweater,0.6369
27153,Odd fitting,1,odd fitting,-0.3182
27154,On trend length,5,trend length,0.0
27155,Comfy Chunky Sweater! Love it!,5,comfy chunky sweater love,0.6369
27156,Ripped quickly under arm,2,rip quickly arm,0.0
27157,Fits larger than expected,4,fit large expect,0.3612
27158,My favorite cardigan!,5,favorite cardigan,0.4588
27159,Not frumpy!,4,frumpy,0.0
27160,Very nice sweater.,5,nice sweater,0.4215
27161,Perfect Sweater,5,perfect sweater,0.5719
27162,Perfect. Especially at this great ptice!,5,perfect especially great ptice,0.8439
27163,product as described,4,product describe,0.0
27164,Light weight open front cardigan,5,light weight open cardigan,0.0
27165,Nice simple cardigan for summer,5,nice simple cardigan summer,0.4215
27166,Didn't stand up to washing,2,not stand washing,0.0
27167,Nice material. Love the color.,5,nice material love color,0.7906
27168,Great light sweater for layering.,4,great light sweater layering,0.6249
27169,Color is a little different in person,4,color little different person,0.0
27170,FIT LIKE A GLOVE,4,fit like glove,0.6124
27171,"Nice, light sweater",5,nice light sweater,0.4215
27172,Lightweight and Pretty!,5,lightweight pretty,0.4939
27173,Love this summer sweater!,5,love summer sweater,0.6369
27174,"Light weight, year around wear ...just wash in cold water lay flat to dry",5,light weight year wear wash cold water lie flat dry,0.0
27175,OK sweater.  Not great,3,ok sweater   great,0.743
27176,Good for an office.... a fur-free office,4,good office furfree office,0.4404
27177,Fabric Is Thinner than Expected,3,fabric thin expect,0.0
27178,Not good quality won’t last long,1,good quality will not long,0.4404
27179,The knit is light (thin) and soft. Exactly what I wanted.,5,knit light thin soft exactly want,0.0772
27180,Sweet Sweater,5,sweet sweater,0.4588
27181,Great light sweater.,5,great light sweater,0.6249
27182,"Super cute, but itchy. Sent back",2,super cute itchy send,0.7003
27183,Sweater Arrived Filthy!!!,4,sweater arrive filthy,0.0
27184,Lovely but returned it,4,lovely return,0.5859
27186,This is an amazing and comfortable sweater,5,amazing comfortable sweater,0.7964
27187,Runs larger than expected,5,run large expect,0.0
27188,Exceedingly soft,5,exceedingly soft,0.0
27189,Flattering sweater,5,flattering sweater,0.3182
27190,Great knitting,5,great knitting,0.6249
27191,Cutest sweater I've ever bought on Amazon,5,cut sweater ve buy amazon,-0.1027
27192,Sweater is stiff,3,sweater stiff,0.0
27193,Cute sweater and get many compliments!,5,cute sweater compliment,0.7269
27194,Soft and gorgeous,5,soft gorgeous,0.6124
27195,It's so cute I love it. You will love to wear it,5,cute love love wear,0.9081
27196,Just Buy it!,5,buy,0.0
27197,"Cute sweater, as described by seller",5,cute sweater describe seller,0.4588
27198,Soft nice sweater,5,soft nice sweater,0.4215
27199,Super cute and great quality,5,super cute great quality,0.9001
27200,Would of given 5 stars but sweater was already unraveling when i got it.,3,give 5 star sweater unravel get,0.0
27201,It’s really nice,5,nice,0.4215
27202,Loved it but too big,3,love big,0.6369
27203,Such a cute sweater!,4,cute sweater,0.4588
27204,Flattering Sweater,5,flattering sweater,0.3182
27205,Love it.  It’s a little smaller than I wanted… but it’s great!  I got a large!,4,love   little small want great   get large,0.8425
27206,Cumple con todas las características mencionadas. Buen producto,5,cumple con todas las características mencionadas buen producto,0.0
27207,Sweater white,2,sweater white,0.0
27208,Too thin.,2,thin,0.0
27209,Exactly as described 👌,5,exactly describe,0.0
27210,Mal etiquetado,1,mal etiquetado,0.0
27211,White Sweater,5,white sweater,0.0
27212,fit well and looks good,5,fit look good,0.6597
27213,Not satisfied.,3,satisfied,0.4215
27214,Nautica brand,5,nautica brand,0.0
27215,My husband look awesome in this sweater.,5,husband look awesome sweater,0.6249
27216,Not as Described,1,describe,0.0
27217,Great sweater !,5,great sweater,0.6249
27218,Fits well comfy,5,fit comfy,0.3612
27219,Nautica remains a quality brand for the dollars,5,nautica remain quality brand dollar,0.0
27220,Wrong sizes,1,wrong size,-0.4767
27221,At your belt line,4,belt line,0.0
27222,Kind of Thin,3,kind thin,0.5267
27223,Fit beautifully!,5,fit beautifully,0.7351
27224,They are soft and look great!,5,soft look great,0.6249
27225,Great style from Nautica,5,great style nautica,0.6249
27226,Arms a little tight for plus size,4,arm little tight plus size,0.0
27227,Lightweight and comfortable,5,lightweight comfortable,0.5106
27228,Fits me just Great!,5,fit great,0.765
27229,Not fit to wear outside. Flimsy material.,1,fit wear outside flimsy material,0.3612
27230,Lovely and Functional,5,lovely functional,0.5859
27231,WOW Wrinkles,3,wow wrinkle,0.5859
27232,These are terrific!,5,terrific,0.4767
27233,Very basic and super light,3,basic super light,0.5994
27234,Great Cardigan Wrap,5,great cardigan wrap,0.6249
27235,Great cardigan!,5,great cardigan,0.6249
27236,Extremely thin and lightweight,5,extremely thin lightweight,0.0
27237,To lose in the material does not feel nice,2,lose material feel nice,0.0258
27238,Good to wear in a chilly office setting,5,good wear chilly office setting,0.4404
27239,Lo quiero más pequeño,5,lo quiero más pequeño,0.0
27240,Cute summer weight sweater,5,cute summer weight sweater,0.4588
27241,Live it,5,live,0.0
27242,Not what I expected but I love it!,4,expect love,0.6369
27243,Not good quality ir very flattering.  Material is very cheap.,1,good quality ir flattering   material cheap,0.6369
27244,Will buy in all colors!,5,buy color,0.0
27245,Flattering and easy to wear with many things - not sure how it will wash yet …,4,flattering easy wear thing   sure wash,0.7579
27246,Love these cartigans!,5,love cartigan,0.6369
27247,Light Weight,4,light weight,0.0
27248,It’s lightweight and easy to use,5,lightweight easy use,0.4404
27249,Very comfortable I use this cardigan to wear when I visit my husband at the nursing home,5,comfortable use cardigan wear visit husband nursing home,0.5106
27250,NOT A GOOD BUY,1,good buy,0.4404
27251,"Good Quality, just boxy",4,good quality boxy,0.4404
27252,Great lightweight sweater for a great price,5,great lightweight sweater great price,0.8481
27253,Loveeee,5,loveeee,0.0
27254,I sent this item back and never received a refund for it,2,send item receive refund,0.0
27255,Great purchase love it and it’s losse,5,great purchase love losse,0.8519
27256,I want this in all the colors,5,want color,0.0772
27257,Sizing correct,4,size correct,0.0
27258,Love the material and texture! Fits as expected.,5,love material texture fit expect,0.7717
27259,Actually really good,5,actually good,0.4404
27260,Nice quality!,5,nice quality,0.4215
27261,It looks just like the picture,5,look like picture,0.3612
27262,Incredible quality!,5,incredible quality,0.0
27263,Most comfortable Sweater ever!,5,comfortable sweater,0.5106
27264,My new favorite sweater! Soft & flattering,5,new favorite sweater soft   flattering,0.6486
27265,Cute and comfortable...great for postpartum,5,cute comfortablegreat postpartum,0.4588
27266,"Ok sweater, size up for boxy look",4,ok sweater size boxy look,0.296
27267,Material is so soft beautiful purple color,5,material soft beautiful purple color,0.5994
27268,Bought a second one!,5,buy second,0.0
27269,"Love this sweater, its really comfortable, not too thin and not too heavy and very complimentary",5,love sweater comfortable thin heavy complimentary,0.886
27270,"Easy fitting , flattering",4,easy fitting   flattering,0.6369
27271,My favorite sweater,5,favorite sweater,0.4588
27272,Nice shirt but weird neck,3,nice shirt weird neck,0.2732
27273,Perfect fall sweater.,5,perfect fall sweater,0.5719
27274,I will buy again,5,buy,0.0
27275,The textile made my skin very itchy.,1,textile skin itchy,-0.2732
27276,"Cute, Warm, Great Quality.",5,cute warm great quality,0.8402
27277,Bought on a whim and ended up loving it!,5,buy whim end love,0.6369
27278,Seemed like decent quality. Colors were nice.,5,like decent quality color nice,0.6486
27279,One of my favorite sweaters,5,favorite sweater,0.4588
27280,"Ah, it is so cute.. And random",5,ah cute random,0.4588
27281,Sooooo many compliments,5,sooooo compliment,0.4767
27282,Comffy,3,comffy,0.0
27283,"Hands down, my favorite sweater",4,hand favorite sweater,0.7351
27284,I did not get too try it coz there’s a big hole in the upper left of the shirt. Was totally shocked,1,try coz s big hole upper left shirt totally shocked,-0.3804
27285,Poor material does not breath well sweaty,1,poor material breath sweaty,-0.4767
27286,A great buy,4,great buy,0.6249
27287,Tiger sweater,5,tiger sweater,0.0
27288,Did not disappoibt,5,disappoibt,0.0
27289,Attractive and well made,5,attractive,0.4404
27290,Really cool sweater,5,cool sweater,0.3182
27291,Muy bonito y cómodo,5,muy bonito y cómodo,0.0
27292,"It needs to wash alone. If washes with other clothes, the other clothes will stick on it.",3,need wash wash clothe clothe stick,0.0
27293,Good material and fits well.,5,good material fit,0.6597
27294,Very Comfortable. Looks Great! Excellent Quality!!,5,comfortable look great excellent quality,0.9022
27295,"I wasn’t sure if I chose the right size, but it was perfect!",5,not sure choose right size perfect,0.4094
27296,Nice at first,4,nice,0.4215
27297,Great sweater.,5,great sweater,0.6249
27298,There is no taper from chest to waist !,1,taper chest waist,0.0
27299,If you saw this in a Brooks Brothers you would buy it for $90,5,see brooks brother buy 90,0.0
27300,Adorable but small,4,adorable small,0.4939
27301,My husband loved it.,5,husband love,0.6369
27302,perfect!,5,perfect,0.5719
27303,Nice quality but smaller and shorter than expected,3,nice quality small short expect,0.4215
27304,perfect sweater,5,perfect sweater,0.5719
27305,fit as expected,5,fit expect,0.3612
27306,Classic fit and stylish,5,classic fit stylish,0.3612
27307,Good to right size,4,good right size,0.4404
27308,The fit is very nice and comfortable,5,fit nice comfortable,0.8225
27309,Terrible smell,2,terrible smell,-0.4767
27310,Great item but stinks like B.O.,2,great item stink like bo,0.5994
27311,Love it. My color was black,5,love color black,0.6369
27312,Most comfortable sweater I now own,5,comfortable sweater,0.5106
27313,Colors are way off,4,color way,0.0
27314,Grandma sweater,1,grandma sweater,0.0
27315,Love this sweater🙌🥰,5,love sweater,0.6369
27316,Perfect Baggy Cardigan for the Fall,5,perfect baggy cardigan fall,0.5719
27317,READY FOR NEXT FALL/WINTER WITH THIS THICK STYLISH SWEATER,5,ready fallwinter thick stylish sweater,0.3612
27318,Brand New!  and has a hole in neck area of sweater,1,brand new   hole neck area sweater,0.0
27319,Cozy and elegant,5,cozy elegant,0.4767
27320,It’s So Comfortable!,5,comfortable,0.5106
27321,Accurately sized would be nicer a tad looser,4,accurately sized nice tad loose,0.128
27322,good for Amazon,4,good amazon,0.5574
27323,It didn’t smell pleasant,1,not smell pleasant,-0.4023
27324,"poor material, way longer then the picture and color is lighter.",2,poor material way long picture color light,-0.4767
27325,Warm Stylish Sweater,5,warm stylish sweater,0.2263
27326,Snuggly and snazzy,5,snuggly snazzy,0.0
27327,Thick,5,thick,0.0
27328,One of my sister's favorite wraps.,5,sister favorite wrap,0.4588
27329,Nice Quality,4,nice quality,0.4215
27330,Scratchy cheap material,1,scratchy cheap material,0.0
27331,Super cute but SMELLED AWFUL when received,4,super cute smell awful receive,0.5994
27332,Received compliments. Fun fit. Fun to wear. Size L 137-147 lb.s,5,receive compliment fun fit fun wear size l 137147 lbs,0.9349
27333,3 things I love and 1 thing I don't,5,3 thing love 1 thing not,0.6369
27334,Very comfy and classy,5,comfy classy,0.4404
27335,uneven - poor quality,2,uneven   poor quality,-0.4767
27336,A good idea that doesn't deliver,2,good idea not deliver,0.4404
27337,Fits well and looks good,5,fit look good,0.6597
27338,As promised,5,promise,0.3182
27339,Defective item upon arrival-no free return “justified”?!?,1,defective item arrivalno free return justify,0.1027
27340,Best Cardigan Sweater,5,good cardigan sweater,0.4404
27341,Buyer Beware!,1,buyer beware,0.0
27342,This is definitely a winter cardigan,3,definitely winter cardigan,0.4019
27343,Much smaller than XL,1,small xl,0.0
27344,Scratchy and SOOO Small,2,scratchy sooo small,0.0
27345,Great Summer Sweater,5,great summer sweater,0.6249
27346,Classy Summer Sweater,5,classy summer sweater,0.4404
27347,Cumple con todas las características mencionadas. Excelente producto.,5,cumple con todas las características mencionadas excelente producto,0.0
27348,Sleeve’s are perfect length,5,sleeve perfect length,0.5719
27349,Not WHITE. Runs short in the body.,3,white run short body,0.0
27350,Sweater looks great with a variety of bottoms and feels comfortable,5,sweater look great variety bottom feel comfortable,0.8126
27351,Nice quality.,5,nice quality,0.4215
27352,Great weight and soft fabric,4,great weight soft fabric,0.6249
27353,Kinda manly,3,kinda manly,0.0
27354,Shrinks to make arms toooo short!!,4,shrink arm toooo short,0.0
27355,5’1” perfect fit!,5,51 perfect fit,0.7351
27356,100% true cotton and feels nice,5,100 true cotton feel nice,0.6808
27357,Must be a child's sweater listed as womens,1,child sweater list women,0.0
27358,I expected better material,1,expect well material,0.2732
27359,Comfortable and Soft,5,comfortable soft,0.5106
27360,Comfortable nice v-neck easy over the head!,5,comfortable nice vneck easy head,0.8402
27361,Fits and feels perfect,5,fit feel perfect,0.7351
27362,Náutica is beautiful,5,náutica beautiful,0.5994
27363,Sleeves Too Short,4,sleeve short,0.0
27364,Flaw in stitching on the left sleeve.,3,flaw stitch left sleeve,0.0
27365,Material was soft and comfortable,5,material soft comfortable,0.5106
27366,Don't buy this!,2,not buy,0.0
27367,Just right ! Fast shipping,5,right   fast shipping,0.0
27368,"Marshmallows, I guess, are not white",4,marshmallow guess white,0.0
27369,Perfect for a senior!,5,perfect senior,0.5719
27370,Dumb and Dumber,5,dumb dumber,-0.7003
27371,Feels Cheap...but I Guess It Is,2,feel cheapbut guess,0.0
27372,"Good quality, lightweight cardigan",5,good quality lightweight cardigan,0.4404
27373,Great value cardigan,5,great value cardigan,0.7579
27374,Great quality and price!,5,great quality price,0.6249
27375,Fit just fine.,5,fit fine,0.5106
27376,It looks great,5,look great,0.6249
27377,Quality Sweater at a Reasonable Price,5,quality sweater reasonable price,0.0
27378,Hole in the sweater,2,hole sweater,0.0
27379,It's a great buy! I'm satisfied with the quality.,5,great buy m satisfied quality,0.7845
27380,My dad looked it!!,5,dad look,0.0
27381,"Nice color, great fitE",5,nice color great fite,0.7845
27382,Economical summer-weight sweater.,4,economical summerweight sweater,0.0
27383,Sharp looking sweater until after one wash,3,sharp look sweater wash,0.0
27384,Very soft and style looks great!,5,soft style look great,0.6249
27385,Look and fit,4,look fit,0.3612
27386,Gift for my dad,5,gift dad,0.4404
27387,Shoddy material,1,shoddy material,0.0
27388,Just the way I wanted it.,5,way want,0.0772
27389,Comfortable for the price.,5,comfortable price,0.5106
27390,NOT CHOCOLATE BROWN AS PICTURED - ITS  brownish,4,chocolate brown picture     brownish,0.0
27391,Great cotton sweaters!! Buy larger cotton shrinks some,5,great cotton sweater buy large cotton shrink,0.6249
27392,performance .....  good item,5,performance    good item,0.4404
27393,"Good quality , low price .",4,good quality   low price,0.2023
27394,A good sweater for temperate weather,4,good sweater temperate weather,0.4404
27395,Good Sweater for the price,5,good sweater price,0.4404
27396,Very Nice!!,5,nice,0.4215
27397,Great sweater to wear with a kilt,5,great sweater wear kilt,0.6249
27398,“Amazon” branded yielded good quality,4,amazon brand yield good quality,0.5574
27399,"Great sweater for a 6'7"" guy",5,great sweater 67 guy,0.6249
27400,Smaller than normal,1,small normal,0.0
27401,Classic sweater.,5,classic sweater,0.0
27402,Very acceptable sweater,4,acceptable sweater,0.3182
27403,Beautiful cable stitching and color,5,beautiful cable stitching color,0.5994
27404,Just the right weight without the bulk,4,right weight bulk,0.0
27405,Mr. Rogers,5,mr rogers,0.0
27406,Gets saggy after worn a few times,3,get saggy wear time,0.0
27407,True color,5,true color,0.4215
