,Review,Rating,Review_Length
7361,structured heavy look,2,39
7362,cool   comfortable hot august day,5,39
7363,leg like giant box pant history pant shape like,1,86
7364,fit comfortably exactly expect,5,42
7365,variation shipping,3,21
7366,fabric itch 3 day,3,30
7367,short,2,6
7368,blue blue blue,1,14
7369,pair size,2,24
7370,low rise,3,9
7371,quality expect,2,31
7372,wrinkle point will not come,1,40
7373,weekend work   good,5,26
7374,zipper trash,1,19
7375,cheap crap,1,28
7376,sheer shirt,2,11
7377,love   adore,5,13
7378,color true picture,3,25
7379,beautiful fall color,4,20
7380,okay legging,4,13
7381,little house prairie,2,31
7382,beautiful quality run small,4,38
7383,comfortablerelaxed,4,24
7384,jeunet,3,6
7385,beautiful stylish dress warn transparent,5,49
7386,dress awful boxy dress see picture not look like,1,88
7387,cute vest,4,16
7388,not wrong fruit loom,5,37
7389,absolutely love dress,5,32
7390,big cheap material,1,25
7391,phone pocket,3,25
7392,good fit poor construction,2,27
7393,silly short,1,11
7394,tall lean,2,13
7395,like jodphur,2,23
7396,jean dress oh yes,5,20
7397,great summer country dress,4,27
7398,weird,2,16
7399,love jean,5,18
7400,warm   light,4,17
7401,cool dress,4,11
7402,zipper hard start,3,23
7403,not buy,1,27
7404,far small,2,13
7405,big,1,11
7406,adorable easy dress,5,19
7407,draw string rip time pull,1,44
7408,cozy fun,4,13
7409,fit like tee,4,15
7410,floreale legging,4,17
7411,sizing way shirt sooo big,1,45
7412,look like lemonade ice cream,4,34
7413,great pant huge,4,20
7414,nice shirt run wide,4,24
7415,oversized awesome quality,4,46
7416,great fit poor quality,1,24
7417,yellow stain  ,1,27
7418,odd cut shoulder,2,20
7419,like pill,2,12
7420,come tie,2,23
7421,awesome shirt not hold washi,3,50
7422,good fit pink mark near neck line white shirt,3,54
7423,roomy butt,5,17
7424,cool style size label wrong,4,41
7425,mislead product photo,3,25
7426,super cute shirt,5,16
7427,careful curvy girl,4,23
7428,perfect warm weather jacket,5,27
7429,material filmsy,2,19
7430,pop color style,4,24
7431,perfect california winter,5,30
7432,run large size not like,2,37
7433,wierd pattern,2,13
7434,busty,4,5
7435,love leave disappointed,2,37
7436,perfect fit,4,13
7437,brand meeehhh,1,20
7438,look stunning,5,15
7439,maybe need petite size,4,29
7440,mala calidad,1,12
7441,damage,1,6
7442,true size,1,18
7443,muy chica,2,9
7444,work shirt,3,10
7445,receiver gift love,4,35
7446,beautiful summer,4,21
7447,item 94 wool,1,26
7448,quality questionable,3,23
7449,kinda long,4,10
7450,la tela muy fea se dealavo en la lavada,1,39
7451,wow,1,6
7452,comfortable true size,1,36
7453,athletic build,1,27
7454,like love,4,18
7455,411 135 lb female,1,19
7456,size accurate,3,20
7457,skinny people,5,17
7458,comfortable look great excellent quality,5,50
7459,like,4,11
7460,unique sweatshirt,3,25
7461,want love dress,2,33
7462,strange dimension,2,18
7463,suit stretch,3,19
7464,unraveled wear,1,24
7465,need pjs work,3,26
7466,fray hem,3,22
7467,sheet,3,5
7468,lot size,5,13
7469,beautiful jogger,5,17
7470,great,4,24
7471,thin,3,8
7472,arrive dirty write tag,3,38
7473,tough stiff material,1,20
7474,beautiful comfy odd skirt,4,31
7475,color good run small,3,36
7476,product come damage,3,20
7477,ok,2,13
7478,love wash shrunk lot,3,44
7479,mistagge,1,10
7480,comfortable nice not size need,4,58
7481,came torne inside bag fold properly shirt disappoint,2,89
7482,need pocket perfect,3,28
7483,nice item run small,3,24
7484,description say pajama bottom pocket   not pocket,1,76
7485,great hot summer day,4,25
7486,confuse possibly mislabele,2,31
7487,material wimpy jacket nice,2,46
7488,product defective receive,2,34
7489,pant rip buttock day wear,1,57
7490,love t shirt want work,4,39
7491,depict,1,15
7492,run large sleeve different photo,4,47
7493,check button thread,1,29
7494,soft   buttery,5,15
7495,womans zipper,3,14
7496,sooo softttttttt,5,16
7497,beautiful want know favorite girl,5,60
7498,taper chest waist,1,39
7499,itchy tag,1,10
7500,plain wrong,1,16
7501,cord unravel,1,14
7502,flattering flutter tee,4,22
7503,cute dress summer,4,25
7504,rise hit low,2,26
7505,fit feel perfect,5,22
7506,medium like child small,1,38
7507,sleeve not match fit body,1,45
7508,fit good   like material feel,4,35
7509,flattering dress earth,1,31
7510,like pic,1,16
7511,wife love,4,13
7512,lady,5,8
7513,chic feminine sweater love,5,37
7514,  poor quality,1,18
7515,color picture match color picture,1,69
7516,return small size,2,28
7517,lee jeans lose great quality,2,44
7518,stretch,4,13
7519,heavy fabric large,3,23
7520,size run small,3,15
7521,love brand husband,5,30
7522,want like itbut not workbore,4,49
7523,love chino,5,16
7524,hang funny,3,11
7525,photo pink show white inlay collar,5,42
7526,gateway jumpsuit,5,22
7527,nice pant small,4,24
7528,pair,4,12
7529,neck hole big,3,17
7530,itch,1,18
7531,size conform normal sizing,2,37
7532,complete waste money look,1,38
7533,bad blazer,2,16
7534,comfortably jean,5,27
7535,large,1,14
7536,cup tea,2,17
7537,xlextra long,3,13
7538,extremely sheer,2,16
7539,quality issue,3,14
7540,look good 5 yr old grand,5,31
7541,super huge,2,14
7542,washer   beware,4,15
7543,jacket rip original,1,44
7544,get compliment time wear,5,52
7545,slip pass,1,18
7546,cute,2,20
7547,hate,1,11
7548,short model,3,21
7549,cool,5,13
7550,alright,2,11
7551,meh,2,20
7552,buyer beware,1,13
7553,descent price,3,21
7554,lightweight cheap material,1,31
7555,elegant,5,12
7556,want love skirt,2,25
7557,pretty heavy thick,3,27
7558,nice fabric run small ugly collar,1,39
7559,want like,3,24
7560,completely wonky,2,16
7561,love poorly,3,20
7562,cut small,1,14
7563,think,3,9
7564,work advertise,5,20
7565,bad cup,1,9
7566,cute super fade couple wash,3,54
7567,not buy,1,10
7568,dress like photo irl,3,39
7569,new men pant,5,14
7570,size run small size choose,3,56
7571,finally dress fit well large bust,4,48
7572,good pant comfortable,4,26
7573,miss drawstre,2,19
7574,dress nightgown,1,27
7575,soft poor construction,3,29
7576,fit expect good value,4,31
7577,ok cowl sweater,3,20
7578,beautiful dress   run small,5,30
7579,snug unflattering,2,21
7580,decent pant size terrible,2,33
7581,transparent son underwear fabric kind scratchy,2,98
7582,babydoll shape appear online,3,48
7583,circus town,2,21
7584,warn counterfeit item,3,25
7585,3x large width wise,1,23
7586,maybe change dress,2,29
7587,small leg opening,4,24
7588,look like picture,1,29
7589,love,5,7
7590,comfy cute run big,5,27
7591,hip   trendy,5,12
7592,slim fit item describe regular,2,40
7593,soft silky,5,12
7594,eye dindt,4,34
7595,warm,4,11
7596,looks comfy,4,12
7597,size correct,1,20
7598,soft pretty poncho,5,18
7599,great   wish come color,5,39
7600,good jean,5,18
7601,fantabulous,5,12
7602,great style loose fit,4,22
7603,want love short,2,37
7604,great fit long petite,4,34
7605,send,1,21
7606,good   jean,5,11
7607,love wash twice fall apart,1,50
7608,nice design soft material,4,30
7609,great stylish jacket big fella,5,37
7610,alicia,5,6
7611,run true size,5,18
7612,fabric nice hand,4,24
7613,fit little small,4,19
7614,cheap fabric cheap,2,33
7615,gorgeous weird fit,3,22
7616,perfectexcept zipper,2,31
7617,absolutely awful,1,16
7618,nice look shirt,4,23
7619,cozy pullover,5,13
7620,great wear knee boot,4,42
7621,long state,5,23
7622,great shape poor condition,2,27
7623,thick warm,5,14
7624,small,1,8
7625,picture,1,22
7626,shirt dress,1,20
7627,cute not work,4,31
7628,maybe not notice describe short short,3,45
7629,fabric flimsy,3,16
7630,cute,4,26
7631,size run small,3,20
7632,loos color fast affordable,3,33
7633,fit,2,7
7634,uninspire,3,11
7635,great dress dress,5,34
7636,salt pepper,3,15
7637,fashion function,3,21
7638,will not let exchange amazon make difficult,4,56
7639,great sport short,5,17
7640,massive unflattering,1,24
7641,size incredibly,2,24
7642,fine sale,3,12
7643,flattering fit color,4,24
7644,cute pattern soft comfy flattering fit,5,44
7645,shirt small,4,17
7646,expect,4,21
7647,esta bonito,4,11
7648,great maeve dress,5,18
7649,crepe paper pant,1,17
7650,pretty shirt right body type,3,37
7651,great warm weather,4,23
7652,beautiful true size lot compliment,5,44
7653,counterfeit,1,12
7654,need,5,24
7655,decent hole,3,20
7656,good   quality,5,18
7657,search perfect dress,5,40
7658,nice jacket worth money,4,32
7659,design maximum comfort,5,28
7660,nice,5,10
7661,lokka tunic,2,11
7662,not buy,2,12
7663,love denim,5,12
7664,color great,4,14
7665,cute shoulder pretty color,5,31
7666,stay away,1,9
7667,high hope,2,21
7668,pirate sleeve,1,14
7669,label super skinny,4,33
7670,versitile classic,5,17
7671,loose,3,16
7672,size wrong quality aweful,1,34
7673,graduation jean,5,25
7674,smalllllll,4,14
7675,little doll prarie,2,25
7676,flatter,3,15
7677,cheap crappy,1,16
7678,promise,2,16
7679,not   quality poor,1,31
7680,not wash,1,17
7681,material expect,3,24
7682,weird shoulder,4,15
7683,sure,3,25
7684,pocket fake,2,20
7685,cute dress courderoy heavy feeling,4,45
7686,satisfied product,5,31
7687,beautiful right,4,38
7688,surprisingly heavy,3,18
7689,pretty pleasant,4,15
7690,feel stiff soft,2,20
7691,unusually poor design hd paris,1,36
7692,nice tshirt,4,12
7693,child sweater list women,1,42
7694,cute dress quality ok,4,30
7695,fit perfect problem button inner vest pop,4,83
7696,not receive picture kind bummer,2,51
7697,way long,2,13
7698,love   soft feminine,5,24
7699,dress nice fit,3,23
7700,perfect specific shape,5,31
7701,heartbroken,3,11
7702,strike,3,11
7703,small arm shoulder order regular size,1,63
7704,feel soft,5,10
7705,run small like zippered shirt,3,43
7706,eh,3,7
7707,nice shirt,5,15
7708,well real life,5,19
7709,love shirt,5,16
7710,fade wash cold water,3,36
7711,maevehas fail,2,26
7712,huge bit grayish,2,22
7713,shrunk easily,2,13
7714,design flaw,2,13
7715,bit short,3,11
7716,husband favorite,5,17
7717,nice sweater,3,12
7718,timeless unique,4,19
7719,nice pant super tiny calf,2,40
7720,large large,2,19
7721,fit expect like,4,32
7722,good luck get,2,24
7723,versatile think,5,33
7724,great stable hoodie,5,20
7725,great outfit toddler,4,27
7726,good rain jacket,5,18
7727,wide short,3,19
7728,poor quality levis,1,23
7729,zero star choose star review,1,52
7730,pjs good new 20 wash seam itchy coarse,3,79
7731,split butt,2,20
7732,great fabric,4,18
7733,seam rip,1,12
7734,nice picture,4,31
7735,miss mark,2,15
7736,fabric label large,3,26
7737,long leg,4,9
7738,cute large,4,15
7739,thin lining,1,17
7740,great,4,12
7741,great,4,20
7742,cleo jumsuit,4,12
7743,satisfied customer,5,18
7744,great lace short,4,18
7745,deep pocket slightly loose fit,4,33
7746,work lot color,5,34
7747,cheap look professional return,1,56
7748,size not bed get tear soon,2,67
7749,dig,5,11
7750,r m richard,1,13
7751,white dull shade bright white,2,39
7752,pretty cute,3,18
7753,horrible try retailer,1,45
7754,es un buen articulo,2,20
7755,awesome outer,5,21
7756,great dress style,4,29
7757,beautiful drape,5,20
7758,fabric itchy,3,23
7759,flow flattering,4,22
7760,picture   khakichino denim,4,50
7761,flattering simply perfect,5,29
7762,cut small,2,12
7763,appear cheap,1,13
7764,loose fit,5,21
7765,wish,2,6
7766,lucky brand come,5,36
7767,relax cool,5,17
7768,choose waist size,4,37
7769,light weight loose fit fabric little thin,4,64
7770,pay,2,17
7771,pink like picture,2,28
7772,not purchase white,2,34
7773,size way,2,14
7774,pretty dress poor fit,2,22
7775,laura ingall eat heart,5,32
7776,pretty dress,4,12
7777,lovely dress small cheste,3,37
7778,perfect springsummer cardigan,5,30
7779,skinny guy,2,15
7780,cute tight,3,19
7781,run small short waiste,3,28
7782,hello shower curtain,2,20
7783,size guide wrong,1,16
7784,super comfortable short,5,24
7785,cheap fabric,3,12
7786,great flare,5,12
7787,pretty shirt,4,12
7788,defective pant,1,15
7789,sequin,3,9
7790,nice vest itchy,3,24
7791,well sure wash,1,37
7792,terrible stitching,1,18
7793,bad picture,2,19
7794,quality product,2,19
7795,me small large extra large,3,37
7796,retain shape wash,5,45
7797,perfect tee atlanta hot weather,5,46
7798,small state,1,27
7799,soft huge,3,14
7800,good fit fragile fabric,1,32
7801,avoid avoid avoid,1,17
7802,loungewear outdoor wear,2,28
7803,shipping disappointment,3,23
7804,cheap worth money,1,36
7805,sparkle,5,12
7806,material cheap,1,14
7807,decent pant light fabric,3,26
7808,good lulu dupe,4,14
7809,cute   cozy,4,11
7810,maybe,3,9
7811,flow beach dress,5,19
7812,shrinkage warning,3,17
7813,feminine pretty,5,19
7814,disappointed,4,21
7815,heavy fabric run small,1,29
7816,super soft,5,10
7817,list,1,13
7818,ugh material,3,17
7819,absolutely love jacket,5,28
7820,loose,1,9
7821,beautiful design sheer,3,28
7822,like,4,15
7824,great right figure,4,26
7825,hole sweater,2,19
7826,perfect fit son,5,22
7827,cotton feel,3,21
7828,soft comfortable,4,26
7829,great style lack quality,2,31
7830,sassy maxi,5,10
7831,add   collection,5,35
7832,amazing comfortable pant,5,26
7833,look frumpy,1,12
7834,baggy describe,3,28
7835,tight shoulder,2,23
7836,fabric sheen,1,18
7837,nice fleece,5,13
7838,quality control problem,3,23
7839,cute zipper,4,16
7840,well expect,5,20
7841,love,2,17
7842,hope goto winter dress,2,48
7843,levi,1,8
7844,cute flattering,2,27
7845,pretty scratchy,3,19
7846,fit,4,15
7847,polyester,3,9
7848,horrible stitching material,1,32
7849,not fit expect,1,23
7850,disappointing pant wrinkle horribly wash,2,61
7851,strike,1,14
7852,size 1,3,12
7853,gorgeous  ,3,21
7854,pretty sweet vest,5,20
7855,cheap terrible material,1,23
7856,returnable size exchange,4,32
7857,size description,3,16
7858,cheap plastic zipper,1,20
7859,beauttiful fabric,4,17
7860,perfect worth stitch penny,5,38
7861,great quality warm,4,33
7862,love way look not,2,43
7863,beautiful piece,5,15
7864,comfortable casual short,5,26
7865,awful stitching,2,15
7866,cute dressfor different body type,3,43
7867,garish,1,6
7868,cute unique,4,16
7869,luckily order right size xpande waist perfect get button button,4,96
7870,beware small normal,1,34
7871,plus size item,1,20
7872,cute miss oomph,4,29
7873,bad choice,1,12
7874,color match,1,19
7875,well choose sml inch waste,3,35
7876,elegant beautiful detail,5,31
7877,terrible great,1,27
7878,fly short,3,17
7879,nice feel,4,9
7880,picky guy love,5,26
7881,size small,1,23
7882,expect,2,27
7883,dislike,1,8
7884,worth cost,1,21
7885,2 small waste prior pair product number,1,63
7886,shrink significantly wash,3,38
7887,cute different,4,19
7888,run small bust,3,22
7889,great hoodie,5,13
7890,baggy adorable fabric pattern,2,39
7891,awesome,5,13
7892,spandex short underneath,4,29
7893,smell,4,10
7894,make hair thin collar wash order,1,73
7895,ridiculously big uncomfortable,1,34
7896,buy pair,5,19
7897,narrow material thin,1,30
7898,perfect weird pregnancy phase,4,41
7899,cute run small,4,19
7900,heck measure,3,35
7901,great fit low quality,3,25
7902,petite   love shirt,5,31
7903,bad fit,3,14
7904,fantastic fabric problem design,4,37
7905,color fit expect,2,30
7906,beautiful fabric detailing,5,30
7907,sister love,5,18
7908,60 cotton,4,15
7909,comfortable short,4,23
7910,morrissey fan,5,31
7911,lightweight warm love,5,33
7912,sad,4,15
7913,painful beautiful,3,21
7914,great value true fit repel water test light rain,5,61
7915,cheap clasp,1,11
7916,cool cord,4,11
7917,material look cheap,2,20
7918,stick,1,6
7919,good buy ts,5,18
7920,child small,1,20
7921,need tall,2,19
7923,kinda cute elastic tight leg,2,49
7924,low quality fabric,1,19
7925,poufy ruche,2,13
7926,good quality garment,1,31
7927,look good nicely,2,52
7928,cute quirky print comfortable,5,36
7929,baggy,4,20
7931,good product good price,5,29
7932,size definitely wrong,1,26
7933,size small label,2,29
7934,pretty flawed,1,17
7935,cute small,3,19
7936,fit big,3,14
7937,shed bad wooly dog,1,28
7938,extra large order small,1,40
7939,scratchy material plaid not align,1,38
7940,cheap fabric look like lab coat,1,32
7941,wrong color return,1,23
7942,beautiful color run large,4,28
7943,dress 2 size maybe 3 big,4,38
7944,beautiful,3,22
7945,adorable flattering,5,26
7946,tight,4,18
7947,perfect denim,5,13
7948,adorable run tight,4,24
7949,size proportion,3,24
7950,weird cut,2,26
7951,orange person,4,21
7952,indecisive,4,10
7953,expect,4,15
7954,expect,1,19
7955,short,4,9
7956,wrangl willow jean,2,26
7957,trust brand hanky pinky,5,29
7958,great transition fall,4,32
7959,size issue,4,12
7960,34 g,4,13
7961,cuidado con la talla,2,20
7962,hole pant,2,13
7963,high waiste pant,2,35
7964,red strike visible,5,22
7965,small big,1,22
7966,baggy yes mean,4,26
7967,material eh,3,15
7968,want buy,4,35
7969,big chest,3,20
7970,great sweater low price,5,26
7971,return hate color,1,34
7972,fall,4,18
7973,sweet fun young,4,37
7974,great simple different black dress,4,40
7975,warm good fit,5,17
7976,niece love,3,19
7977,look nice not fit,2,26
7978,stiff sturdy,4,16
7979,comfy lounge,4,18
7980,great concept snag easily,3,32
7981,sleave short,4,16
7982,construct jacket,4,28
7983,beachy boho,5,16
7984,order regular length amazon send long return,2,71
7985,cute pattern weird fit,2,26
7986,disappointing fabric,1,20
7987,wrong measurement garment,1,36
7988,love love,5,18
7989,stretch fit,3,21
7990,love fabric not shape,3,45
7991,cut fall spring,3,26
7992,great denim,5,11
7993,good cheap sweatshirt get pilly wash,4,54
7994,great dress lady small curve,2,42
7995,curvy,3,28
7996,bust,2,35
7997,add touch,4,21
7998,strange,3,12
7999,charming skirt,4,14
8000,kind thin,3,12
8001,great work blouse,4,17
8002,nice medium weight fabric,4,25
8003,look like lab coat,3,24
8004,unforgetable dress,5,18
8005,pass,2,18
8006,right body type,3,30
8007,super pretty   sure wear,2,35
8008,boxy wide,2,13
8009,nice cardigan good stitch,2,36
8010,great white,5,16
8011,nice simple,5,15
8012,pocket pant,2,23
8013,run 12 size small,3,25
8014,poof,2,4
8015,drab color weird fit,2,21
8016,high neckline,3,20
8017,rough uncomfortable,2,23
8018,fit boxy,3,9
8019,jean,1,10
8020,go perfect dress,4,39
8021,absolute garbage cotton comfy,1,39
8022,run small soft,4,24
8023,prettydifferent style,4,22
8024,pretty fussy,3,16
8025,cute run large,4,28
8026,size issue,2,11
8027,summery 20 dress,4,17
8028,return,1,13
8029,great linen dress,4,17
8030,awesome dress gala,5,24
8031,fabric poor quality,1,22
8032,excelente,5,10
8033,good jacket issue,2,29
8034,shed lent,2,13
8035,cute dress online,3,32
8036,poor quality polyester cotton,1,35
8037,slip small,2,20
8038,nobrainer,5,10
8039,want love,2,33
8040,pjs win,5,16
8041,send,2,19
8042,quality material,5,23
8043,short people,3,20
8044,waaaay small,3,17
8045,juneberry sleep pant perfect fit,5,33
8046,run extremely small,2,19
8047,good value material soft,5,31
8048,way small sized properly,1,33
8049,surprise winner,4,15
8050,5x short the like 7 8x,1,41
8051,ok price,4,17
8052,deep vneck,4,11
8053,constantly pull shirt,1,39
8054,good look coat,4,18
8055,fake levis,1,11
8056,will not fit chest,1,27
8057,great legging,4,19
8058,super cute n comfy,5,18
8059,post accurate measurement,4,34
8060,perfect spring dress,5,25
8061,nice season,4,27
8062,pink,2,9
8063,flaw stitch left sleeve,3,37
8064,brunch,4,14
8065,super cute fit super small,3,34
8066,comfy classic,5,13
8067,flimsy m electrician tear 2 day,1,55
8068,nicely fit line dress warm,4,40
8069,comfortable chic,4,20
8070,emitación,3,9
8071,short waiste,2,13
8072,comfy pant run large,4,25
8073,steve urkel,3,11
8074,great dress run big,4,25
8075,not like color,2,17
8076,fit 2x fit,1,21
8077,quality look size,2,25
8078,bad product,1,16
8079,decent hold cute,4,17
8080,small complicated,1,26
8081,button problem,3,15
8082,beautiful will not work,3,31
8083,great jean horrible smell,2,27
8084,straight garbage,1,16
8085,gorgeous highwaiste,4,34
8086,size,4,4
8087,9 inseam   one receive,2,50
8088,curvy size,4,23
8089,wear large correct size polyester cotton,1,59
8090,pretty simple,5,17
8091,mala calidad,1,12
8092,size small,1,15
8093,stripe summer,4,17
8094,gorgeous run little big,4,35
8095,flimsy cheap,2,13
8096,cozy   pilling make unwearable send time,1,84
8097,strong bo smell,1,17
8098,miss belt,1,12
8099,poor quality fit,1,20
8100,sweet comfy,4,15
8101,perfect,5,9
8102,loose comfy,5,18
8103,fit great time wear wash,1,53
8104,levis remember,1,25
8105,material stretch,2,30
8106,not meet expectation,2,27
8107,size 16 perfect,5,18
8108,1 stunna,5,9
8109,soft run big,3,14
8110,jacket arrive label tag,2,43
8111,nice material run big,3,26
8112,beautiful jacket   feel like leather,5,37
8113,high rise,2,13
8114,confuse design,3,16
8115,beautiful blush,4,19
8116,stiff itchy,1,15
8117,thatanimal hair,1,23
8118,want love dress,3,32
8119,fit small,4,29
8120,run large,2,15
8121,fit like mumu,2,16
8122,hot summer,1,18
8123,like good true usually becareful research,1,86
8124,cool fabric,3,11
8125,kinda cheap feeling   ,3,30
8126,midrise actually low,3,41
8127,shrunk wash,2,24
8128,great pant run small green color wrong,4,48
8129,cute uncomfortable,1,31
8130,cute idea big long petite,3,44
8131,mala descripción son elástico,1,34
8132,hang,3,16
8133,fit important,1,21
8134,pocket far shallow,2,27
8135,gorgeous dress,2,23
8136,start fall piece,5,26
8137,thin cheap material rip right away,1,37
8138,lightweight cashmere,4,20
8139,nice swing sweater,4,18
8140,arrive small anticipate,1,38
8141,need small size,3,19
8142,great item purchase,5,31
8143,quality control,3,15
8144,good till wash,1,18
8145,quality fabric,1,18
8146,fleece tula hoodie,2,19
8147,wayyy small,2,16
8148,easy casual shirt,4,17
8149,divina,5,6
8150,beautiful color   amazing fit,5,30
8151,great product fit expect,5,32
8152,boxy heavy petite curvey,3,47
8153,maid honor dress,4,28
8154,wear large buy extra large fit great,5,52
8155,favorite pjs,5,12
8156,wish,3,7
8157,want love not,2,28
8158,sweater white,2,13
8159,great quality odd fit,3,26
8160,good deal,2,15
8161,fabric not 1st choice,4,29
8162,great short,4,19
8163,nicely colorful,2,21
8164,shrink small,1,16
8165,small size indicate,3,27
8166,bell bottom practically,3,24
8167,checkerboard sleep,4,22
8168,good quality sure,1,27
8169,carpet fabric,3,13
8170,waist adjustable,2,23
8171,absolutely,1,14
8172,big thigh,1,27
8173,poor quality come apart wear,1,41
8174,solo llego el pantalon,2,25
8175,pretty try buy,4,34
8176,uniquecolorful flaw,4,34
8177,not fit advertise,2,25
8178,nice fit cool weather,4,25
8179,maybe 30,3,19
8180,kind dress,4,16
8181,polyurethane polyester cotton,1,36
8182,love shirt,5,18
8183,look good casual,4,18
8184,cute jean stretch,1,21
8185,way small size couple size,1,37
8186,color green picture,2,34
8187,fake product buyer beware,1,25
8188,pretty,5,8
8189,cool summery tunic,5,18
8190,great detail fit,5,22
8191,beautiful aesthetic crazy construction,3,39
8192,cute slip body hug,4,31
8193,easy comfort,5,12
8194,gorgeous useful,5,19
8195,wear black look like undertaker,1,60
8196,poor quality small neck open large,1,48
8197,incredibly unflattering,1,23
8198,coral roll sweater,2,23
8200,nice quality,5,13
8201,star,1,8
8202,item run small describe,1,41
8203,flattering buy 2,4,25
8204,uncomfortable shirt,1,35
8205,pant smell heavily napthalene   carcinogen   wash smell,1,88
8206,good money,3,19
8208,skinny girl,2,20
8209,bad right material weight,1,31
8210,muy elegante,5,12
8211,not wash,1,20
8212,nice light fabric   straight fit pant,5,37
8213,poor quality control,1,25
8214,neckline low strap long,3,44
8215,good quality material wrinkle free,3,43
8216,last week,1,13
8217,scratchi tag right butt crack,2,40
8218,love shirt arm hole bit big,2,43
8219,give   away big guy lol,3,33
8220,nice business casual,4,24
8221,jacket come rock,2,32
8222,fit strange,4,22
8223,love color style,3,43
8224,wash,3,11
8225,cheap jean rip,1,18
8226,not feel   light durable,5,52
8227,solid pair jean,4,20
8228,fun true size,4,17
8229,poorly body,2,23
8230,pretty short,3,12
8231,short boxy,1,18
8232,take tie receive item b d fit true red color show,1,92
8233,goofy skirt dress,1,26
8234,beautiful,4,24
8235,like item fit medium item look like large,3,88
8236,comfortable easy piece,4,23
8237,strike dress,4,15
8238,super cute unraveled 2 wear,3,37
8239,comfortable flattering,5,33
8240,recommendation maybe,3,30
8241,tight comfortable,3,29
8242,awesome fit look great,5,24
8243,good occasion,3,22
8244,remind high school,5,43
8245,great idea,2,18
8246,tall size mark,1,25
8247,flattering fun,4,18
8248,great dress aritzia dupe,5,25
8249,big heavy,4,18
8250,material wonderful,5,22
8251,snug waist,4,13
8252,good white tank,4,15
8253,super soft huge,1,21
8254,fully size small expect,3,37
8255,fit nice,5,21
8256,bulky sleeve,3,13
8257,crop   57,2,50
8258,awful poor quality   send,1,36
8259,thin boxy,2,10
8260,ship wrong size,1,18
8261,great quality wrong style,2,29
8262,love pant,5,17
8263,fine,4,14
8264,great staple odd fit,3,21
8265,lovely warm form fitting,4,35
8266,good fit pant,4,24
8267,cheap look,2,20
8268,cut model,2,18
8269,oversized baggy leg,3,30
8270,stiff,2,5
8271,not shape,1,22
8272,perscribe,2,17
8273,fit anticipate,4,19
8274,horrible,1,9
8275,life finally complete,5,27
8276,disappoint customer,1,21
8277,perfect versatile summer tank,5,29
8278,comfy   support,4,22
8279,inch long,3,19
8280,color dark picture,1,40
8281,strange fit nice fabric stitch,2,38
8282,good value,5,15
8283,great fit n value,4,20
8284,ugg,1,4
8285,thick big,1,14
8286,need well discription,1,26
8287,good value iisue,4,29
8288,go wrong,1,16
8289,beautiful green great fit scratchy,4,36
8291,love pattern,4,20
8292,belt line 2 inch high,2,34
8293,rave,3,21
8294,don fit,1,11
8295,love,4,20
8296,cute,4,12
8297,nice quality boxy fit,2,25
8298,waist elastic give,2,22
8299,cute run bit small,3,26
8300,not feel like cotton like polyester,1,44
8301,item describe,1,21
8302,tshirt,1,8
8303,super ugly,1,18
8304,boxy run huge,2,18
8305,bit swingy,2,16
8306,bof aka meh,3,14
8307,normal,2,6
8308,nice run 2 size big,3,32
8309,love fit new jean,5,32
8310,nice dress pant,4,16
8311,short think,4,32
8312,unexpected delight,5,18
8313,fun glam holiday,4,20
8314,practical cute,4,18
8315,correct color,1,21
8316,perfect shirt,3,25
8317,okay,1,13
8318,well romper,5,12
8319,purchase 2   jacket zipper pull break   1 year   repair want refund,1,97
8320,scratchy fabric,1,15
8321,great,4,9
8323,buy,5,9
8324,maybe long torso,3,25
8325,garbage fit wrong cheap fabric print sloppy,1,47
8326,alright,3,13
8327,fit,5,13
8328,new,1,7
8329,will not buy,3,15
8330,somewhat satisfied,3,18
8331,cute flirty,4,15
8332,aswesome buy,5,12
8333,summer,2,14
8334,beautiful sweater strangely cut,3,35
8335,pajamas man,5,11
8336,buy shrink lot,1,25
8337,recommend tan dark complexion,3,39
8338,favorite tshirt,5,24
8339,retro cord,5,11
8340,bad,1,8
8341,big large size get small old age 510 178 lb,2,99
8342,look fit great low quality,4,35
8343,want love dress,2,31
8344,look like lose bag,1,25
8345,real levis,1,15
8346,bum,3,10
8347,overpriced seethrough,2,26
8348,small tshirt,1,13
8349,great set,5,13
8350,way big normal,1,22
8351,want like,1,24
8352,counterfeit dickie,1,19
8353,love hate,2,14
8354,match picture,2,23
8355,warm   heavy sweater,3,20
8356,tight arm,1,16
8357,ugly fabric cheap,1,18
8358,like wish get medium,4,33
8359,tac short,4,11
8360,basic everyday jogger,4,22
8361,waist cut low,2,17
8362,dye smell rough fabric,3,29
8363,item 100 cotton describe,1,36
8364,sweater dress keeper,4,30
8365,comfortable colorful dress,4,30
8366,zero stretch golf pant,1,29
8367,buy jean husband love,4,54
8368,cheap material,2,14
8369,super cute short,3,26
8370,beautiful not hold,3,34
8371,color way   wrinkled ship tiny plastic mail bag,2,68
8372,belt loop small 1 12 belt,4,36
8373,love,4,15
8374,love coat fun outer layer,4,34
8375,great dress look,5,20
8376,surprisingly flatteringplus pocket,4,41
8377,great fit long sleeve,4,28
8378,good maybe,4,14
8379,piece not match,1,19
8380,adorable spring time dress,4,27
8381,love   fall apart wash,1,57
