Review,Rating
"Nice, warm sweater",5
Love the fit but color is too dark,4
Huge,1
Very soft and comfortable,5
Cute,4
Color off,4
Waaayy to big,1
It's beautiful!,5
Very comfortable!,5
Love!,5
:(,1
Horrible Smell and feels damp,1
Good thick sweater,4
My favorite sweater,5
Sweater,5
Somewhat satisfied,3
Wife Gave to Friend as a Gift,5
Very comfortable and cute!,5
Comfy,4
Nice but….,3
Cute!,4
Most hand made looking sweater,5
Cute,5
Ripped after a few months,1
This is brown not yellow,1
so comfy,5
Great for cold climates,5
Adorable,5
Cutest sweater!!,5
Wanted it to work…,3
"NOT AS I EXPCED SHOULD HAVE HAD A BETTER QUALITY CONTROLL,THEY MAY HAVE PICKED UP ON THE FRAYING",1
So hot!,2
One of my favorites!,5
Poor quality not like the pictures.,1
Super comfortable and dressy enough for work.,5
Item is exactly as shoe and described!!,5
Great sweater,5
LOVE IT!!!,5
Oversized and comfortable,5
Stinky,2
Good,4
Love the color!,5
"Not soft, very acrylic",3
Super cute and comfy sweater!,5
Comfy/Stylish,5
Awesome sweater,5
you get what you see its perfect,5
Material,5
Beautiful sweater,5
My wife loves it.,4
DON’T iron or steam this garment!,1
Very soft sweater,3
Cute and comfortable,5
Soft cotton and perfect for summer or a winter Miami sweater,5
Love this sweater,4
Never received more compliments,5
Great quality,5
Go To Sweaters,5
So many compliments,5
Looks fabulous on!,5
It snags too easy,4
White sweater,4
perfect fit.,5
Not what I expected,1
I love this sweater!,5
Comfort personified,5
Very nice and soft,4
♥️,5
One of my new favorites!,5
Super soft,4
Flattering,5
ripped,2
Not flattering sweater,1
Comfy Sweater!,5
Quality‼️,5
Exactly what I was hoping for!,4
Cozy yet still chic,5
Initial Review...,3
Cute but big!,5
Poorly Made!,1
Super cute sweater! Want all colors.,5
Garbage - Don’t Waste Your Money,1
Love it!,5
Love!,5
Great look poor quality,1
L♥️VE IT!!!,5
Unshapely,3
Cute and get compliments,4
Cheap,2
Birthday gift,4
Overall a good deal.,4
Buy this! In every color!,5
Very soft & very comfortable!! The fit is perfect!!,5
The PERFECT  sweater!,5
Can be worn with leggings or jeans!,5
Lovely sweater but arrived with massive hole in the neck area,1
Love it,5
"Not worth the money, poorly put together",1
Large hole in it.,2
Very nice sweater,5
Love the comfort and texture,5
Size & expense were good. Bustline is a bit awkward & the white became ivory.,2
Zipper pull is not as shown in picture,3
LLL Scuba Dupe,5
Great lululemon scuba dupe!,5
Good quality,5
Cute!,5
"fits well, great quality, good price",5
Amazing dupe,5
"True to size, order one size up If you would like a relaxed fit",5
Sleeves,4
Love it,5
Cute!,4
Adorable!,5
Size up for a cozy fit,5
Super cute but stock photo is misleading,5
Cute sweatshirt!,5
Very comfy,5
So soft!,5
Perfect Scuba Dupe,5
Impressive,5
Super soft,5
Good Lulu Dupe,4
Misrepresented color (Navy Blue),3
Quality,5
Top Notch,5
"Fits good, looks cute",4
Super Comfortable,5
Lulu to a T!,5
It’s okay - not as exact lulu dupe,4
PERFECT,5
Very warm; size down.,5
So cozy,5
I live in this,5
super cute and fleecy inside,5
BEST LULU DUPE,5
Great for workouts,5
Not great,3
xlarge was too big  a large would have been better nice jacket -not a sweatshirt,4
"Not quite the boxy fit I was expecting, ended up going a size smaller to get the cropped look/feel",4
Lululemon Dupe!,5
I immediately bought two more colors,5
Close dupe,4
The most comfortable sweater!,5
just get it !!,5
Perfect LuluLemon Scuba Dupe!,5
Decent fabric and cute substitute for more expensive brand,4
So soft!,5
So freakin’ comfy,5
GREAT,5
Lulu Scuba dupe!!,5
Soft and thick,4
Warm and comfy,5
Love this hoodie,5
Thick & Soft,5
Love it!,5
Best sweater of all time,5
Nice zip up hoodie,5
this is the most comfortable jacket ever,5
They run very large,3
Large,4
Soft but coloration is different,3
"Quality material, very thick",5
Super cute!,5
"Small, sadly the fit is like a L. I would like to exchange to a XS.",3
So comfortable!,5
Soft and warm but...,4
Not worth the money,3
Huge and bad zipper,2
SO SOFT,5
Great color and fit!,5
Nice material but very large,3
Loved it so much buuuutttt,5
Worth it,5
Love this,5
"Hood on the back is huge, and too thick",3
so nice!!!,5
Oversized and super comfortable,5
Thick and soft,3
"So comfy and cute, runs big",5
Best Hoodie Ever,5
Perfect Aritzia Dupe!,5
So soft and warm,5
So amazing,5
Great sweatshirt!,5
Love it!,5
Love!,5
Comfy af,5
"Quality is good, size is wrong",2
Soft and comfy,5
So comfy! Love the oversized look and feel! Just what I was looking for,5
Great hoodie!,5
Super thick and soft.,5
"Not REALLY ""Oversized"" but is awesome quality!",4
Just okay.,3
Love it!,5
Cozy,4
This sweater is the best quality verry thick amazing worth every penny amazing!,5
Comfy!!!,5
So comfy!,5
Didn’t fit well,2
Love it,5
Arrived 2 weeks late,1
Cute but It Pills,3
Poor quality,1
Looks cheap,1
So Warm!,5
Its ok….,3
WAY TOO BIG and it took 6 weeks to arrive!,1
"Love, Love, Love This Sweater!",5
Great material fits so cute my daughter loves it,5
incredibly soft fabric!,5
Amazing company and return policy!,5
So stretched out,2
Just ok,3
Love this sweater!,5
"Style is great, Color not as pictured",2
I’m in love with this!,5
I love this sweater,5
Cheap,2
Super Soft and Comfortable,4
So Soft!,5
GOOD,5
Cute top!,5
To stretchy,3
Not good quality,1
Sweater,1
Fits pretty baggy,3
So so soft,5
Amazing product,5
Very cute.  Fit as expected.,5
Very wide,1
Great Sweater!,5
cute comfy sweater,4
Wanted to love this...,1
Awkward!,1
It looks great . Very nice quality!,5
Came late and is to short/ not sending back,2
Great sweater. Very soft!,5
Cute but Small,3
Super soft,5
"Runs big, but a great sweater",5
Amazing comfort,5
Bad vibes,1
Super soft and pretty,5
Defective-DO NOT BUY,1
Love the style and oversized fit but the smell may be unbearable,2
Great for hot climates,5
Returned,1
Awesome dress!,5
I think the fabric slipped when being cut and wouldn’t lay flat.,3
Love,5
Great fit and fabric,5
Great dress!,5
Weightless and comfortable,5
surprisingly comfortable and flattering,4
Amazing & Stretch allows for Maternity wear!,5
So many compliments,5
Terrible neckline and not flattering,1
"Favorite summer dress, wish they had more colors",5
Defys all usual annoyances with clothes,5
Runs small,2
Label shows and looks like wearing inside out.,3
Love!,5
"Not what I expected, it’s just a plain rough knit",1
Was not what I wanted.,3
Cute but thin,4
Best summer time wear.,5
Not clingy- fits curvy body,5
Love this dress,5
Wicking,5
Great Dress,5
As great as it sounds.,5
Awesome dress,5
Not flattering,3
Nice pull over,4
Material is very thin.,3
It is a cooling dress.,5
"Ugh, the material",3
🤨,1
Fabulous dress,5
Nice affordable dress!,4
So comfy!,5
Great For Hot Summer Days,4
Mediocre,3
Smaller than expected,4
Super cute and cool,5
Great looking dress,5
Very flattering,5
Florida weather perfect!!!,5
Ruined a whole dress with one ridiculous logo,2
Base colour incorrect,5
Love it!,5
"Fits beautiful!  Perfect length,I love this product",5
Easy summer dress,4
My favorite dress ever!,5
Sooo comfortable,5
True to Size,5
Grandmother of the bride,5
Lovely dress.,5
Looks nice on full figure ladies b/c it helps to hide extra pounds,5
Beautiful dress.. also slimming,5
Well made and very comfortable.,5
Gorgeous and very flattering dress!,5
Beautiful! Wrong color,5
dress,4
Review of Long Mock Dress size 8 Petite in Wedgewood Blue,5
I want to return the dress,3
Loved this Dress,5
Perfect dress for my son's wedding,5
GREAT DRESS AND LOOK,5
I love this dress,5
Perfect for my son's wedding.,5
Comfortable dress,4
"SCAM!!! This dress is real, but the seller isn't!",1
Lovely and comfortable,5
Great fit for 5’3”,5
Wonderful dress for wedding!,5
"Confusing sizes, pretty dress",4
Perfect fit. No inside scratching,5
Love this dress,5
Nice dress,5
Style classy,5
Nice dress,5
"Beautiful as described, EXCELLENT from order to delivery",5
Pretty but Pricey,4
"Very pretty, runs large",4
Thank you Amazon!!! I’m so impressed!,5
Formal dress,5
Perfect mother of the bride dress,5
quality,3
Beautiful dress just too long for me,5
Loved it,5
Wrong color,4
"Lovely dress perfect for Son's Wedding in November, 2021",5
Beautiful dress but too tight in arms,1
Fits perfect,5
Beautiful Dress,5
The beautiful periwinkle color that showed on line was not the color it was…. Kinda a blue gray…,1
Amazing dress,5
Beautiful Dress!!,5
The chest was extremely tight. Unable to zip by about 6 inches.,1
Beautiful dress,5
More lightweight than expected but that may be a plus,4
Love This Dress! So Beautiful!!,5
Absolutely beautiful. Fit perfectly.,5
Fits great!!,5
"Maternity dress, could've fit a full baby bump.",1
This is a MATernity dress!,1
Awesome dress.,4
Great find,5
Little black dress,5
Love the dress,5
Cute but not as colorful as blue as photo,1
Perfect for hiding belly pooch,5
Fit is great,5
My new favorite dress,5
Flattering for All Shapes!,5
love this dress,5
HOLY CUTE!,5
Fit true to size and comfortable.  Vibrant color.,5
Pretty dress,1
Perfect for pregnancy,5
I wanted to love it…,1
Nice material and color,4
Adorable!,5
In love,5
White  color switches to a spandex material instead of 100% cotton,2
Feels like a maternity dress,3
Maternity dress??,3
perfect casual dress,5
Too small in the chest,3
Fits like a glove,5
Beautiful dress,5
Very flattering!,5
"Flattering, comfy, stylish",5
Very baggy,1
Nice,5
Too long,2
Very flattering,5
It’s nice,4
Super cute!,5
Great Dress!,5
Cute but....,3
Great after some adjustments,4
Definitely Orange and New!,5
Too much material,2
30 days and still no refund,1
Much longer then photos,3
Excessive material with ruching,3
Summer Dress Yes!,5
Casual outing,5
Beautiful,5
Cheap,1
I look Like a lose bag...,1
Comfortable and classy looking!,5
Lovely color,5
"I'm 5'7"", in my 60's",4
"Perfect for travel, business or casual!!!",5
Fall dress,4
Soooo comfortable.  Have several.,5
Shorter than illustrated,3
love this dress,5
NOT RAYON,2
A Tad Bit Short,4
Order your normal size,4
Cute simple dress,5
purple dress,2
Very comfortable,5
AUSELILY Women's Long Sleeve Pockets Casual Swing T-Shirt Dresses,1
Roomy soft dress,5
Irregular Item. Non-Flattering,1
Love the dress,5
Perfect for any occasion,5
This dress should be a fashion crime,1
Although this dress is flattering to most it was not for me.,5
So comfortable,5
Fit beautifully,5
Flattering.  Thinner than i thought but lays nice.,4
Fit like a shirt,1
Great fit.,5
Short,4
Love it,5
Not sheer and flattering,1
Awesome,5
Soft pajama like material!!,5
matches last years shoes perfectly,5
Runs small,1
Fit as expected and flattering,5
Poor quality back seam,3
Beautiful,5
Nice to dress up or down,5
Great!,5
Perfect fit,5
Runs Small,3
"Soft and cozy, flattering fit!",5
Love this dress,5
Really nice dress,5
As described,4
sleeves too long,3
Great dress!,5
Cheap,2
Beautiful,5
Too big in chest!,2
Great Free People Dupe,5
terrible,1
Cute,5
Such a pretty summer dress!,5
Pecfect fit!!,5
Sexy,5
Exceeded expectations,5
Super cute,5
Perfect engagement dress!,5
Perfection,5
Summer White Party Dress,5
Bad quality,1
Very cute and flattering.,5
Lovely dress,5
Super cute,5
Great Buy,4
Beautiful but see through,3
Very cute and flirty,4
Nice dress for summer in Texas,5
Cute but frumpy in chest area,3
Gaping Top,1
I do not recommend.,1
PERFECT IN EVERY WAY,5
Not as is in the photo,1
Pretty,5
Horrible Fit. Cheap Quality,1
Okay not great,3
Just beautiful!!,5
Cute casual summer dress,5
Very cute dress.,5
Gorgeous & Comfy! (& Breasfeeding Friendly!),5
Great costume service,5
stunning. loved.,5
Nothing fits right,3
Not the same dress in pic!,2
"If you have a larger bust, do not purchase!",3
Such a darling dress,5
"Thick polyester, not lightweight at all.",3
"It's just not flattering like in the photo - has defects, even if you get the right size",1
Cute and comfortable!,5
chest too big,2
Perfect red summer dress,5
Fit was to big,3
Cute summer dress,5
It was ok,3
A little big and not my style,5
This is a nightgown,3
This is an excellent dress for lounge wear,3
Absolutely adorable!,5
Not for me,2
Absolutely love!,5
Just no,2
Good 👍,5
almost perfect,5
Perfect for any occasion! Dress it up or down!,5
Way too big,3
Good price for what it is.,4
Nothing Great,4
Love!,5
Nice dress,5
This is my go to dress. cute with any shoes,5
Fabric odor,1
Runs large,3
Great dress.,5
Runs large order 1 size down,5
Great material for the price. Just not flattering on curvy shape,3
Super comfy,5
Perfect for a day out!,5
Love love love,5
Great summer staple!,5
Little weird fitting,3
Love this dress!,5
My wife loves this.,5
Nice fabric,5
Perfect Buy !,5
Size too big,2
Great night dress,5
Okay,3
Order 2x down or it’s a night gown,1
Comfy lounge dress,4
Great dress.,5
Easy dress,5
The material was nothing like description.,1
"Great color, super comfortable",5
Comfy!,5
Great,5
Perfect for any occasion!,5
Don't size down if you want it oversized.,4
LOVE,5
Not for petite,3
Comfy and flattering,3
Balled up on first wear,1
Love this dress!,5
Great Dress,5
Not really a dress more a nightgown,2
Better than what I expected,5
Cute but small,3
Fabric is not stretchy at all,2
Cheap material,2
"Sent back, tight chest",2
Don’t buy,1
Hard to zip with liner,1
Way too small,2
Beautiful dress!,5
Fits true to size- white is a little see through depending on choice of undergarments,5
Got lots of compliments on this dress!,5
I need to just lose weight,1
Not as pictured,2
Not right,2
Multi-purpose black dress,5
Lots of compliments,5
Good dress for summer event.,5
Dress,5
Very pretty,5
Very cute,4
Classic and easy to wear!,5
Love this dress,5
Very cute dress,5
Get a size bigger,3
This is GREAT!!!!,5
Perfect fit,5
Dress fits perfectly and is beautiful!,5
Love this dress.,5
Amazing,5
Great dress,5
Cute and comfy,5
Great Dress for Reasonable Price,5
Cute shift dress,4
Just what I wanted,5
Super cute!,5
Love this dress.,5
Super cute!,5
Perfect!,5
Loved this dress!@,5
Shorter than expected,3
I loved the color but it didn’t fit,1
Love it,5
Perfect LBD,5
Very nice. Many compliments,5
Beautiful but I did not choose the correct size.,5
Not flattering,1
Love the dress,5
Loved it!!!,5
Love this dress!!!!,5
Love it!,5
Beautiful color,5
Loved it/Felt great!,5
Perfection!!,5
GREAT DRESS VERY LONG,4
Very nice dress,4
Not fupa approved,3
Great dress!,5
Very flattering dress,5
Great dress,5
Won't be disappointed,5
Perfect!,5
Great Buy for the Price!,5
Perfect for mother of bride dress,5
Sexy,5
Pretty but a bit small,4
Perfect fit!!,5
Fabulous,4
This dress is beautiful!,5
Beautiful dress!,5
Gorgeous Gown,5
Buy this dress!,5
The perfect dress for hourglass figure,5
Too short,4
"Great Dress, Buy it!",5
Perfect dress for military ceremonies,5
Runs small,4
Gorgeous dress,4
Recommended,5
Flattering,4
Bride's Maid Dress,4
Beautiful Dress! Perfect for the occasion!,5
Beautiful,5
Awesome dress for a gala,5
Needs to return it as it is defective.,1
It has good stretch,5
This dress fits beautifully! I am thinking of purchasing the rose pink also,5
Evening ready!,5
Need a gown? BUY THIS DRESS!,5
You get what you pay for.,1
Great length.,4
Gorgeous dress,5
Itchy!,3
Too small,1
Perfect!,5
Very cute and flattering dress!,3
Loved,5
Lovely dress,5
Beautiful dress!  Runs small!!,5
Gorgeous gorgeous dress,5
Beautiful dress,5
Pretty dresd,4
I sized up,4
The dress fits nicely and even though it was shoved in my mailbox it was wrinkle free!,5
"This dress fit like a glove, a gorgeous one!",5
Dress and material is beautiful.,5
Absolutely gorgeous,5
Perfect!!,5
I expected a new dress but it says on the wrapper that this is its second life,3
High quality,5
Loved this dress,5
"Well made, nice fabric",5
Quality dress!,5
Very elegant dress,5
Perfect Fit!!!,5
Loved this dress!,5
Love it,5
Sleeves are tight,2
I love it,5
Great basic black dress and flattering fit.,5
Love it,5
Very nice dress!,5
excellent quality,5
FIt great and comfortable,5
Very comfortable,5
Great work dress!,5
Very Flattering,5
Runs small.,5
cute and comfy,5
Great quality dress,5
Exceeded expectations,5
Odd fit in arms.,3
AMAZING,5
Returned,1
Great quality,4
Beautiful,5
Love this dress!,5
Loved it! So comfy!,5
Great elegant dress,5
5 stars!!,5
Beautiful dress,5
Good to fit,5
Beautiful dress,5
Quality,5
Beautiful Little Black Dress,5
Very cheap material,1
Nice,1
Super comfortable,5
Wonderful casual dress,5
Washes up beautifully,5
"True to size, short, okay dress",4
Fun to Wear,4
Great casual dress,5
Summer dress,3
"Beautiful, but looked worn after one wear",1
Love this dress!,5
Comfy Basic is a Wardrobe Staple,5
Fabric Issues...,1
So comfortable,5
Comfy dress that I love,5
Dress up or down!,5
Thin!,3
NOT RED. Tomato red-orange,1
Great dress for the money,5
"Comfortable, casual and lightweight, just what I wanted!!",5
Not good quality,1
So cute!!!,5
Love this dress!,5
A little too big but like it.,4
fit,5
My Favorite Summer Go-to!,5
"Casual, comfortable short sleeve dress",5
"I love the dress, fits perfectly, but got lint just after one wear",3
Cuteness Overload,5
Great material,5
I wear these,5
Returned,1
Wonder if it will look even better belted?,5
Relaxing and cool,5
Comfortable,5
Easy to wear.,4
Love,5
GREAT DRESS,5
Real thin,2
Great dress for summer,5
"Great dress, poor quality.",1
Comfy,5
Nice and cool,5
Ultra causal,4
"Nice fabric, great price",5
Dress up or down!,5
Great summer dress!!,5
Comfy dress but no pockets,5
Cute little all around dress,4
Nice little black dress,5
The waistline is quite high.  Should work nicely for a pregnant woman.,3
fabric pills - badly!,2
Not flattering if you have tummy,2
more frumpy in person,4
Comfy cute dress,5
Mainly Pleased with dress,4
Lovely just too long and will need to get hemmed,5
Too thin,5
Everything,5
Love this comfy dress!,5
Perfect Fit and Very Flattering,5
Very pretty & super soft!,5
Did not disappoint.,4
Stretched,3
Wasn’t what expected,1
Love it!,5
Nice fit,5
Exactly what I was looking for!,5
"Great, comfy dress",5
Patterned print uneven.,1
Have gotten several complements. It’s a hot fabric for summer but I love these dresses!!,5
Not for short waisted women,4
Not as expected,2
Have a few of these. Love for around the house and yard,5
Not really impressed,4
Does not flatter my figure at all,2
Super cute,5
Very nice,4
VERY comfortable and soft dress!,5
Sooooooo comfortable,5
Too long for my 5’8” frame,2
This is so soft I want to wear it every day!,5
Weird waistline. 3”above belly button but not high enough to be empire waist.,3
Perfect fit,5
Dress is great for weekends,4
Designed for maximum comfort,5
Finally a dress that fits better for large busts,4
Material was inferior,1
Love this dress!,5
Comfy maxi,5
Busty,4
Perfect fit,5
Too sheer,3
My favorite for work at home,5
Great value,5
Much longer than the photo shows.,3
Awkward unflattering neckline and fit,2
Buy it,5
Weird Fit - Returned,2
Very flattering,5
CLASSY,5
"Heavy fabric, runs very small",1
Love it,5
Absolutely beautiful dress,5
Cute,3
My Favorite Dress,5
Great dress!!,5
Runs small,5
Too large on the chest area,2
GREAT PURCHASE,5
"Good for tall people, but I felt like I was swimming in it",3
Size up!,5
The top part fits weird,3
Just buy it!!!,5
Size down if you like a tighter fit.,5
A really cute dress,4
Not for short people,3
Cute dress,4
Blah,1
The sizing is off. Runs small.,3
Cute little dress,4
A must have!!,5
Very good quality!!!!,5
Flattering dress,5
Really flattering,5
Great Fabric But Returning,4
Love the dress!,5
A must have!,5
Perfect black dress,5
Nice material,3
Great!,5
Great black dress for all occasions,5
Neckline too low because straps are too long,3
Beautiful fit,5
Love it!,5
Flattering all-purpose dress,4
So cute!!,5
Simple little dress,5
Would not recommend,1
Unexpectedly Sexy,4
Comfortable and flattering,5
it is of good quality and has some stretch.  Fits like a glove and looks beautiful on.,5
Nice dress,5
Fast Fashion Quality at Retail Price,2
Junk,1
Great,5
Pretty dress for the price,5
Pretty dress,5
Very flattering dress!,5
Very flattering for larger chests,5
Love this dress!,5
Returned.,1
"Beautiful dress, hits below my knees though",4
Super cute dress!,5
So pretty!,5
Casual dress,4
Fabric isn't cotton,1
"I love the dress, too bad it runs on the small side!!!",4
"Very comfortable, very flattering",5
"Fits well, flattering",5
it feels very feminine.,5
Great Dress!,5
Dirty and Used,1
Recommend,5
Absolutely amazing,5
Soft but loose in the chest,4
Love,5
Wanted to like this dress,3
Super functional travel or office dress,5
Not cotton!,1
Slightly See-through - and a high waist,3
Cute dress,3
Love the color,4
Okay dress,2
Great summer dress!,5
Great dress,5
Covered in pet hair??,1
Nice material,4
"Beautiful stylish dress, warning it’s transparent",5
Wrinkles,2
So cute,4
Order 1 size larger,4
Super comfortable!,5
Flattering,5
My favorite summer dress,5
THE CHEAPEST LOOKING THING I'VE EVER BOUGHT!,1
See through,2
Good quality for the price,5
Really cute and light dress,5
It has pockets!! And it’s comfortable,5
A bit sheer bit very flattering,5
That the style and quality are as described,4
Beautiful summer dress,4
My new favorite,5
Love it,5
Cute,5
Product not consistent,3
Just wow,5
Nice material but runs big,3
It has pockets!!,5
It fits a little small,3
The coverage over the chest shows your bra,4
A dress with pockets!,5
Pockets on a dress are everything,5
Beautiful,5
Comfortable and flattering.,5
Very comfortable love the pockets,5
Great for big boobs too,5
This was a wonderful buy,5
"Once hemmed, it was perfect",4
Ok,5
Just Perfect,5
I love thus dress!,5
Amazing dress but runs large,5
Nice Dress,5
Not 95% Cotton!,1
Love the dress bought a second one in another color,4
This Fat Girl Loves It,5
Flattering and comfortable,5
Super cute summer dress,5
Purchasing more!!,5
"So nice, I bought it thrice!",5
Very flattering! Loved it!,5
My new favorite sundress,5
Love it,5
Vacation dress,5
Love it!,5
Comfortable,5
Best summer dress!,5
Not made very well,1
Shocked,5
Perfect,5
Best dress ever!!,5
Cute and comfortable,5
The perfect summer dress!!,5
"Skirt fabric is NAVY, Bodice is Black (but love the dress)",1
Nice,5
Definitely disappointed with the material,1
Perfect dress,5
In love with this dress!!,5
Stylish dress,5
Molerani Sleeveless Maxi Dress,5
Absolutely love this dress,5
I'm her hubby,5
"Great fit, comfy, has pockets!",4
Chest fits snugly,5
Stylish beauty,5
Mismatched patterns,3
Long,4
Excellent..,5
Gorgeous,5
Gorgeous dress!,5
Nice dress,5
Love it!,5
beautiful flowing dress,5
Tank Top too sheer,3
Great Dress!,5
Easy for everyone to wear,5
This fits as expected,5
Super see through,4
Love mine,5
Very nice,5
Fits and feels awesome.,5
Ordered a second one today,5
Perfect,5
Colors don’t match to picture,3
Perfect!,5
"Great dress, so cute",4
The perfect black dress,5
Good Buy,5
Comfortable and attractive,5
Love this dress!,5
Comfort with pockets,5
Perfect!!!,5
I’m 5 11 it was too short,4
Fits perfect,5
Must have dress,5
"Cute dress, color looks just like the picture",4
Dress is NOT flattering,1
Pretty,5
Comfortable but might not cover a large chested person.,4
Not a breathable fabric.,3
Beautiful Dress,5
"Wonderful fit, very comfortable",5
It was a little long because I can only wear flat,5
Very nice material,5
"Beautiful dress, fits lovely, big pockets are a huge plus.",5
My fav dress,5
Perfect for a funeral in summer,5
"Good Dress, Wouldn't Buy Again",3
Loved my dress,5
Way too small -size up a couple sizes,1
Cute. Material is hot due to it being polyester,4
Dress was perfect,5
Perfect Teacher dress!!,5
Perfectly vintage,5
Super cute,5
Perfect,5
Very sheer,2
Great material and length but not flattering,3
CUTE,5
Makes me feel wonderful!,5
Runs Small,1
Just in time,5
Fit great,5
Beautiful dress,5
Cheap fabric,2
Cute & Casual,5
Better than Expected,5
Fit perfect,5
Looks amazing,5
Perfect dress,5
Too short waisted,2
Matronly,4
CUTE,5
Cheap looking,4
Fits perfectly,5
Great dress,4
Love this dress!!,5
Buy it- so comfy and cute!,5
Love It!,5
Stitching came apart in first use,4
Pretty dress,3
So cute!!,5
"Very flattering w high waist, flareD skirt",5
Way too long!!,3
Great dress!,5
Nice cheap option,5
Fits perfectly,5
Returned due to being too small,1
"Easy to take care of, just wash and hang.",5
Compliments galore,5
COMFORT and style,5
Really high neckline,3
So pretty,5
It's just fine,4
Casual sleeveless dress,5
Not loving the fabric,3
It’s good but I’m pretty sure I was sent a washed returned item,3
Cute and comfortable,5
Great purchase,5
Amazing!!,5
Love it!!,5
It fit just right.,5
Fits small.,2
Nice dress,5
very comfortable and fun in the sun dress,5
Perfect,5
So comfy!,5
See through.,3
Not great!,2
Comfortable and well made,5
Super cute and comfy.,5
Waste of money,1
Love it,5
Soft and comfortable,4
Fits well and comfortable,5
Love it!,5
Second one!,5
Does not at all fir like picture!,3
Great dress,5
Comfortable,5
Comfy & cute,5
Pockets…. AWESOME! Perfect dress,5
Dog Hair - definitely not in new condition,1
Love it!,5
We have a winner,5
Cute & Comfy!,5
Cheap,1
Very comfortable perfect fit,5
Not the same colors,1
My new red dress,5
Great dress!,5
Extremely comfortable,5
Comfortable and Beautiful.,5
Sexy/chic,5
Bot 3!,5
Perfect throw on dress!,5
Very Comfortable,5
Did not fit as expected,2
Beautiful,5
cute but too big,1
Love this dress,5
Cute dress but smells like vomit,2
Great quality!,5
Flattering,5
Fun & flirty!,5
Perfect Spring/Summer Piece,5
perfect,5
Dinner with the pilgrims,3
Amazing dress!,5
Missing button on back,1
Love the color!!!,4
So cute!,5
If your short it’s too bulky,1
Looovveee it!!!,5
"Great fit, just like photo",5
So girly,5
Great,4
Too long and too tight.,1
thebomb.com,5
Dress up !,5
Stunning!,5
Covers up Covid weight gain,5
Wow dress,5
Beautiful dress,5
Ripped,1
It’s giving…. Little house on the prairie,2
So pretty in person.,4
Absolutely LOVE this dress ❤️❤️❤️,5
"Very pretty, true to size",5
Perfect,5
Little Bo Peep.,1
"Beautiful dress , fits perfect",5
This item fit me very well. I ordered a small. I’m 5”2 and weigh 120.,5
Adorable,4
Size up,3
oversized but at the same time too small to zip up! Very odd,1
So flattering,4
Deep V-neck,4
Such a beautiful dress,5
Dress,4
Nice& light weight,5
Adorable dress,5
I loved this dress and it was sooo pretty on,5
A head turner for sure!,5
Awesome fit!,5
Very flattering and comfortable,5
So comfortable!,5
Loved it!!,5
Beautiful dress,5
Gourgeous,5
Sexy in it,5
Small,3
The perfect dress,5
Loved it!,5
Wore this for my sons wedding.  Dress was a hit!!,5
Super flattering,5
Loved this dress,5
Comfortable & great for a curvy figure!,5
Body hugging,5
Beautiful dress!,5
Perfect dress!,5
Great dress for the price!!,4
Nice plain gown.,5
Gorgeous,5
This dress is beautiful!,5
Perfect,5
Very Fattering😍,4
Too short,3
Would buy again,5
"Dress fits perfectly,  very sexy and elegant",5
Good quality,5
It ripped on the first wear,1
This dress exceeded expectations!,5
Not for me,1
Perfect dress,5
Ordered A size larger than I normaly take,5
Very flattering and comfortable,5
fits perfectly!,5
"lots of compliments, still need Spanx",4
Perfect fit,5
Beautiful,5
Stomach is highlighted,3
Great dress - comfy yet elegant!,5
Not a nice fabric very cheap material,1
Beautiful and comfortable.,5
Dress was amazing,5
It was cute!,3
Medium 12 fits a medium 12 person,5
Too short,3
Good quality!,5
Material is wonderful!,5
Comfy summer dress,5
Lovely easy to wear dress,5
Bad Quality,1
Very comfortable,5
Just Okay,3
So flattering & comfy,5
Cute!,4
Very flattering,5
Very comfortable to daily wear.,4
Color is not like picture,3
"Fits great, very nice",5
Perfect Summer Dress for Travel,5
easy little black dress,4
Love this,5
Loved it!,5
Great dress. Can dress up or down.,5
Cute for the office,5
Great dress!,5
Fabric Is Bad Quality,2
Cute and comfortable,5
"Great fit, resists wrinkles, super cute",5
Beautiful,5
Not flattering for full figures,4
So flattering!,5
Cheaply made,2
True to size,5
Very flattering,5
A flatter summer dress to stay cool in and look great.,5
So comfortable,5
OBSESSED,5
The  T-shirt material was heavy and pulled down on seams.,3
Comfortable,3
Love it!,5
"Look like a stylish earth goddess!! Oh, yes!!",5
Flattering,5
Not Flattering,1
Nice product,5
Well made!,5
fit,5
One size off,3
Perfect! Just a bit too long,5
Great dress to dress up or down,5
"Light, cool, and comfortable",5
Makes my curves look great!,5
See through,1
Surprisingly Nice,5
Nice Dress,4
Very thin fabric,1
Very comfy,5
Nice Summer Dress,4
Color is off.,3
Happy,5
Cute little dress,5
"Size is correct, don't order larger.",4
Love this dress,5
Maternity dress?,2
Great dress,5
Armholes are too wide,3
Oh my God I love it!,5
Flattering-non sticking material- great color,5
You get what you pay for,1
Great little dress!!!!  I love it!,5
"RETURNED, BUT GOT LOST IN SHIPPING",1
Excellenr,5
THe perfect casual black dress.,5
Love this dress,5
"my wife said ""you look like you're wearing a potato sack""",1
I love the dresses I have them in multiple colors they fit great,5
Go to in Summer. .,5
Perfect dress,5
Perfect for traveling,5
Love it,5
Too big,3
Nice fit but not a summer fabric,4
LOVE IT,5
Cute dress - perfect for extreme heat.,5
