,Review,Rating,Review_clean,sentiment
7252,5 BELTLOOPS VS 7,3,5 beltloop vs 7,0.0
7253,My wife loves this coat.,5,wife love coat,0.6369
7254,Not for short or petite women,2,short petite woman,0.0
7255,Color not the same as description.,3,color description,0.0
7256,Had to return them.,1,return,0.0
7257,"No son para nada como en la foto, demasiado grandes",2,son para nada como en la foto demasiado grande,0.0
7258,Just one negative....,4,negative,-0.5719
7259,Good very well and looks elegant,5,good look elegant,0.7184
7260,Great Fit; Dull Color,4,great fit dull color,0.5994
7261,"Lovely, but odd fit",4,lovely odd fit,0.6124
7262,"Cute, but not on me!",2,cute,0.4588
7263,Prettier in Person,5,pretty person,0.4939
7264,Impermeable,5,impermeable,0.0
7265,Nice looking but gets holes in it,2,nice look get hole,0.4215
7266,Good for 1 season,3,good 1 season,0.4404
7267,I've been looking...,4,ve look,0.0
7268,Elegante 🤩,5,elegante,0.0
7269,Great with leggings,4,great legging,0.6249
7270,Gorgeous top despite some flaws,5,gorgeous despite flaw,0.6124
7271,Beautiful and flattering.,4,beautiful flattering,0.7351
7272,That they fit right,5,fit right,0.3612
7273,"Beautiful dress, poor zipper choice",3,beautiful dress poor zipper choice,0.2023
7274,Cute but difficult,4,cute difficult,0.128
7275,Bridgette jogger,4,bridgette jogger,0.0
7276,Cute for work,3,cute work,0.4588
7277,Very pretty sweater with nice detail,4,pretty sweater nice detail,0.7184
7278,Veille peasant top,1,veille peasant,0.0
7279,Cozy and warm.,5,cozy warm,0.2263
7280,Best birthday shirt ever!,5,good birthday shirt,0.4404
7281,Cheap!,1,cheap,0.0
7282,The size 24 are gone!,4,size 24 go,0.0
7283,"Rip easily, be careful",2,rip easily careful,0.4588
7284,Over too bit,3,bit,0.0
7285,Very thin denim,1,thin denim,0.0
7286,The horror,1,horror,-0.5719
7287,Ripped on first day,3,rip day,0.0
7288,"Gorgeous skirt, wow!!!!!",5,gorgeous skirt wow,0.8316
7289,The Solid black shirt was faded.,1,solid black shirt fade,0.1531
7290,So stretched out,2,stretch,0.0
7291,So comfy and stylish,5,comfy stylish,0.0
7292,Not for those curvy on bottom,4,curvy,0.0
7293,Perfectly easy,5,perfectly easy,0.7964
7294,"Soft, a little shorter than expected",5,soft little short expect,0.0
7295,Normal,2,normal,0.0
7296,and removed i,1,remove,0.0
7297,Cute hemline,4,cute hemline,0.4588
7298,Waist fit OK but tight in hips.,2,waist fit ok tight hip,0.5719
7299,Pretty but tight in rear,2,pretty tight rear,0.4939
7300,Warm weather winter,5,warm weather winter,0.2263
7301,Nice lightweight sweater,4,nice lightweight sweater,0.4215
7302,Pockets are far too shallow,2,pocket far shallow,0.0
7303,Cute but too short,2,cute short,0.4588
7304,Great everyday dress,4,great everyday dress,0.6249
7305,Chemical smell and fits way too small,1,chemical smell fit way small,0.3612
7306,Pretty dress but bad fit,3,pretty dress bad fit,0.296
7307,Nice jacket....,5,nice jacket,0.4215
7308,House dress,2,house dress,0.0
7309,Great suit for many body types,4,great suit body type,0.6249
7310,Exactly What I Was Looking For!,5,exactly look,0.0
7311,color not whay i expected,3,color whay expect,0.0
7312,"Great, feminine blouse",5,great feminine blouse,0.6249
7313,I like them!!,4,like,0.3612
7314,So tent-like and unflattering!,1,tentlike unflattering,0.0
7315,It thin not thick want keep me warm,2,thin thick want warm,0.296
7316,Very sheer and run big,2,sheer run big,0.0
7317,Shirt stained,1,shirt stain,0.0
7318,To hot,2,hot,0.0
7319,Flimsy material,2,flimsy material,0.0
7320,Love my poppy tunic,5,love poppy tunic,0.6369
7321,Comfortable cotton pajamas,4,comfortable cotton pajama,0.5106
7322,Arms are way too tight..,3,arm way tight,0.0
7323,"Great ""cardigan""",4,great cardigan,0.6249
7324,Don’t say stretchy jeans......when they don’t even budge!,1,not stretchy jeanswhen not budge,0.0
7325,"Found a very similar tie, if not the same",5,find similar tie,0.0
7326,Almost right but not quite...,3,right,0.0
7327,Cute and soft,3,cute soft,0.4588
7328,Beautiful/runs large,4,beautifulrun large,0.0
7329,Gingham garden dress renamed and new color,3,gingham garden dress rename new color,0.0
7330,Odd shape.,3,odd shape,-0.3182
7331,Favorite new sweater!,5,favorite new sweater,0.4588
7332,Zipper broken upon arrival,1,zipper break arrival,0.0
7333,Not recommended if petite,2,recommend petite,0.3612
7334,Every Pair Is A Different Size,1,pair different size,0.0
7335,Doesn't look like the photo at all,2,not look like photo,-0.2755
7336,About 2 sizes small,1,2 size small,0.0
7337,Order a size down if on the fence,4,order size fence,0.0
7338,Gorgeous dress- runs large,5,gorgeous dress run large,0.6124
7339,Shiny oil skin outside…. Vomit 🤮,1,shiny oil skin outside vomit,0.0
7340,"Beautiful details, runs long",4,beautiful detail run long,0.5994
7341,Unique cardigan!,5,unique cardigan,0.0
7342,Abroad dress,3,abroad dress,0.0
7343,Beware if you have a butt!,4,beware butt,0.0
7344,Sparkly and festive,5,sparkly festive,0.4588
7345,Incredible small bust,3,incredible small bust,0.0
7346,True comparison,4,true comparison,0.4215
7347,"Pretty color, but wrinkles a lot",4,pretty color wrinkle lot,0.4939
7348,Stylish dress,5,stylish dress,0.0
7349,Comfortable and chic,4,comfortable chic,0.6597
7350,"They advertise wrinkle free, they are not.",2,advertise wrinkle free,0.5106
7351,Vintage vibe with built-in support,4,vintage vibe builtin support,0.4019
7352,Good fit cheap material,2,good fit cheap material,0.6597
7353,Too roomy in the bust for me,4,roomy bust,0.0
7354,Refund me,3,refund,0.0
7355,Overall a nice purchase,4,overall nice purchase,0.4215
7356,Different fabric and looser cut,1,different fabric loose cut,-0.5267
7357,Not for tall ladies,2,tall lady,0.0
7358,Summer moon dress,5,summer moon dress,0.0
7359,Soft and fabulous,4,soft fabulous,0.5267
7360,Hole after one use!,1,hole use,0.0
7361,Dress is extremely pear-shaped.,2,dress extremely pearshape,0.0
7362,Best basic ever,5,well basic,0.2732
7363,Wrinkled!,1,wrinkle,0.0
7364,FINALLY,5,finally,0.0
7365,Run hella big,3,run hella big,0.0
7366,"Flexible, forgiving, lightweight",3,flexible forgiving lightweight,0.5859
7367,NICE PANTS WAY TOO SMALL,2,nice pant way small,0.4215
7368,Fabric split apart after one day of wear,1,fabric split apart day wear,0.0
7369,Shrinks!!!,2,shrink,0.0
7370,"Pretty, but not at this price",3,pretty price,0.4939
7371,Smelled like BO out of package,2,smell like bo package,0.3612
7372,Bad sizing.,1,bad sizing,-0.5423
7373,Proceed with caution if you are busty!,5,proceed caution busty,0.0
7374,Wore them once and already falling apart after first wash,1,wear fall apart wash,0.0
7375,poor finish work... the leg hem unraveled during first wearing... not a good purchase for me,1,poor finish work leg hem unravel wear good purchase,-0.0516
7376,How do you spell my-mu?,2,spell mymu,0.0
7377,Just as expected.,5,expect,0.0
7378,Precious design,3,precious design,0.5719
7379,This fit my son perfectly. He is a larger 11 year old with wide shoulders so this was spot on .,4,fit son perfectly large 11 year old wide shoulder spot,0.7717
7380,Excellent quality jacket,4,excellent quality jacket,0.5719
7381,No longer worth it.,2,long worth,0.2263
7382,dress,4,dress,0.0
7383,Cute for fall!,4,cute fall,0.4588
7384,Good everyday shirt,3,good everyday shirt,0.4404
7385,Best jeans,5,good jean,0.4404
7386,Buyer Beware - Sizing and Material is not the same between colors,1,buyer beware   sizing material color,0.0
7387,Really wanted to love these,4,want love,0.6705
7388,Just want i wanted!!,5,want want,0.1531
7389,Comfortable and pretty linen pants,5,comfortable pretty linen pant,0.7579
7390,Shapeless rubbish,1,shapeless rubbish,0.0
7391,"Beautiful fabric, huge cut",3,beautiful fabric huge cut,0.6249
7392,NOT WHITE!,2,white,0.0
7393,Not nice,1,nice,0.4215
7394,"Cute design, poor material",2,cute design poor material,-0.0258
7395,Fabric Didn't Work for Me,2,fabric not work,0.0
7396,Best dress ever!,5,good dress,0.4404
7397,Great cotton shorts,4,great cotton short,0.6249
7398,It's a Beautiful Dress,2,beautiful dress,0.5994
7399,The new overall,5,new overall,0.0
7400,From horse track to beach day,4,horse track beach day,0.0
7401,A little big up top,4,little big,0.0
7402,"The color is described as gray, however it is more brown",3,color describe gray brown,0.0
7403,Used & dirty!!!,1,  dirty,-0.4404
7404,Arrived damaged - used,2,arrive damage  ,-0.4939
7405,"These shorts are see through, it’s a very thin material. No pockets.",1,short thin material pocket,0.0
7406,Great inexpensive versatile shirts,5,great inexpensive versatile shirt,0.6249
7407,Could see everything the stork brought through them,1,stork bring,0.0
7408,Comfy pants but run large,4,comfy pant run large,0.0
7409,Cute top; somewhat sheer,4,cute somewhat sheer,0.4588
7410,"The medium is pretty large on me, but it will do. I am 5’6” 140 lbs.",4,medium pretty large 56 140 lbs,0.4939
7411,Transformed into a crop top with one washing,1,transform crop washing,0.0
7412,Gorgeous top but very high-waisted,4,gorgeous highwaiste,0.6124
7413,Great casual summer dress,4,great casual summer dress,0.7096
7414,Long sleeves and too long for shorter gals,4,long sleeve long short gal,0.0
7415,Pretty Maxie dress.,4,pretty maxie dress,0.4939
7416,No tiene nada que ver la talla con el producto,1,tiene nada que ver la talla con el producto,0.0
7417,They do not fit as described,1,fit describe,0.3612
7418,Wanted to like it so bad,2,want like bad,-0.1779
7419,Not a USA product,2,usa product,0.0
7420,"No structure, very stretchy",2,structure stretchy,0.0
7421,Didn't look good on me,3,not look good,-0.3412
7422,Nice but no...,3,nice,0.4215
7423,The product was as good as it was acclaimed to be.,5,product good acclaim,0.4404
7424,Beautiful classic shirt!,4,beautiful classic shirt,0.5994
7425,"Thin, short, dull",3,thin short dull,-0.4019
7426,Not just another black jacket,5,black jacket,0.0
7427,Were incredibly long 😂,4,incredibly long,0.0
7428,Most important was fit.,5,important fit,0.5106
7429,No pockets in the pants,2,pocket pant,0.0
7430,Beautiful embroidery detail,4,beautiful embroidery detail,0.5994
7431,HUGE! Wide leg,5,huge wide leg,0.3182
7432,The sizing is incorrect,2,sizing incorrect,0.0
7433,Flimsy. Tear easily.,2,flimsy tear easily,0.34
7434,"A shirt to live in, but inconsistent sizing",4,shirt live inconsistent sizing,0.0
7435,"Cute, but runs extremely small",2,cute run extremely small,0.4588
7436,Snug in the butt,4,snug butt,0.0
7437,NOT CONSISTENT,1,consistent,0.0
7438,Multi-purpose black dress,5,multipurpose black dress,0.0
7439,Relaxed fit,4,relaxed fit,0.6908
7440,Does not wash well. Wrinkled mess. I thought it would be nice material.,1,wash wrinkle mess think nice material,0.0772
7441,wouldnt buy again,1,not buy,0.0
7442,Defective item upon arrival-no free return “justified”?!?,1,defective item arrivalno free return justify,0.1027
7443,Light green,2,light green,0.0
7444,Nice quality but the bottoms were a bit too snug.,3,nice quality bottom bit snug,0.4215
7445,"Cozy, great for autumn & mild winter, nice shape",4,cozy great autumn   mild winter nice shape,0.7845
7446,"Comfy, long jersey tunic",4,comfy long jersey tunic,0.0
7447,Flimsy and disappointing,1,flimsy disappointing,-0.4939
7448,"Retailer, make this dress in other colors, patterns",3,retailer dress color pattern,0.0
7449,Lovely but color not true to pic,4,lovely color true pic,0.765
7450,Color not as pictured!,1,color picture,0.0
7451,Sent in the clear original bag.  Everyone knows what you bought and what size.,1,send clear original bag   know buy size,0.5994
7452,Poor quality not like the pictures.,1,poor quality like picture,-0.1531
7453,Didn't last long...,1,not long,0.0
7454,Sent me something different,4,send different,0.0
7455,Irregular fit,1,irregular fit,0.3612
7456,Really pretty dress,3,pretty dress,0.4939
7457,Cool for the summer,5,cool summer,0.3182
7458,Very comfy and great length,5,comfy great length,0.6249
7459,My kind of dress,4,kind dress,0.5267
7460,It came with neck tags automatic loss of points.,3,come neck tag automatic loss point,-0.3182
7461,I really want to love these...,2,want love,0.6705
7462,They were too long.,2,long,0.0
7463,My favorite cut and style for me,3,favorite cut style,0.2263
7464,Looked sloppy and old fashioned.,1,look sloppy old fashioned,0.0
7465,Wanted to love it but...,3,want love,0.6705
7466,Ok……not great,3,oknot great,0.6249
7467,Runs big!!,3,run big,0.0
7468,Great travel anywhere pants,5,great travel pant,0.6249
7469,Soooooooooooooo pretty!,5,soooooooooooooo pretty,0.4939
7470,Perfect fit..,4,perfect fit,0.7351
7471,Darling but size down,3,darling size,0.5859
7472,Gorgeous - but.......,3,gorgeous  ,0.6124
7473,I was happy until...,1,happy,0.5719
7474,Great quality just a bit too long i would say,4,great quality bit long,0.6249
7475,"Nice idea, but tricky to get on and off",3,nice idea tricky,0.296
7476,Very big,3,big,0.0
7477,A bit too generous in the thighs,2,bit generous thigh,0.5106
7478,Runs about 2 sizes too small,3,run 2 size small,0.0
7479,The fabric is not comfortable.,1,fabric comfortable,0.5106
7480,"Vintage beauty, but runs short",4,vintage beauty run short,0.5859
7481,"Unnatural feeling fabric, slim fit",2,unnatural feeling fabric slim fit,0.4588
7482,Great shirts for the heat,3,great shirt heat,0.6249
7483,Just a few things off,3,thing,0.0
7484,Terrible fit and scratchy fabric,1,terrible fit scratchy fabric,-0.1531
7485,Runs Large,4,run large,0.0
7486,Not very soft,2,soft,0.0
7487,"Strange, unflattering fit",2,strange unflattering fit,0.1779
7488,HUGE fit. I ordered a small and it fits like a large,2,huge fit order small fit like large,0.8316
7489,Fabric is very stiff....,1,fabric stiff,0.0
7490,Flattering and easy to wear with many things - not sure how it will wash yet …,4,flattering easy wear thing   sure wash,0.7579
7491,Red,1,red,0.0
7492,Surprise winner,4,surprise winner,0.7096
7493,Returned.,1,return,0.0
7494,"Easy, springy blouse",5,easy springy blouse,0.4404
7495,Not 100% cotton and not as heavy gauge material as they used to be.,3,100 cotton heavy gauge material,0.0
7496,Perfect comfy now top!,5,perfect comfy,0.5719
7497,Nice Fit,5,nice fit,0.6486
7498,To small I would size up.,1,small size,0.0
7499,Not very long lasting,1,long last,0.0
7500,Pant legs were not hemmed,1,pant leg hem,0.0
7501,Defected,1,defect,-0.34
7502,Runs very big!,4,run big,0.0
7503,Festive top!,4,festive,0.4588
7504,Wide cut,2,wide cut,-0.2732
7505,My dad loves these pj’s,5,dad love pjs,0.6369
7506,this product not true to size,1,product true size,0.4215
7507,Never buy Levi’s again,1,buy levis,0.0
7508,Snug in waist,4,snug waist,0.0
7509,Not as represented,1,represent,0.0
7510,The shape and material is bad.,1,shape material bad,-0.5423
7511,Really nice sweater skirt,4,nice sweater skirt,0.4215
7512,Trendy simplicity,5,trendy simplicity,0.0
7513,Statement blouse,5,statement blouse,0.0
7514,Si ba ordenar para un momento especial agalo con anticipación por si no le queda,1,si ba ordenar para un momento especial agalo con anticipación por si le queda,0.0
7515,Very Small and Very thin,1,small thin,0.0
7516,Very very very large,2,large,0.0
7517,The blouse is very pretty but the buttons fell off on the first and then I couldn't use it again,2,blouse pretty button fall not use,0.4939
7518,Felt like a weird 80s sweater,4,feel like weird 80 sweater,0.2023
7519,Nice but ….,3,nice,0.4215
7520,Size smaller than the ones I purchased 2 years ago,3,size small one purchase 2 year ago,0.0
7521,"Fit well, good quality",5,fit good quality,0.6597
7522,Fits great as a fluffy man .,4,fit great fluffy man,0.765
7523,Amazing value for Levi’s,5,amazing value levis,0.7351
7524,I am not sure about originality but still good,3,sure originality good,0.6369
7525,"Love,love",5,lovelove,0.0
7526,Splendid never disappoints,5,splendid disappoint,0.2732
7527,"Shirt sleeve length is just a bit too short , too bad next size up is just too big in body",4,shirt sleeve length bit short   bad size big body,-0.5423
7528,Buy one size larger,4,buy size large,0.0
7529,Fits like a maternity top,3,fit like maternity,0.6124
7530,Absolute garbage not cotton not comfy !,1,absolute garbage cotton comfy,0.0
7531,So cute but awful chemical smell,2,cute awful chemical smell,0.0
7532,Has holes after first wear!,1,hole wear,0.0
7533,Cute but poorly constructed,2,cute poorly construct,0.4588
7534,Overall loved but,5,overall love,0.6369
7535,Really disappointed,1,disappoint,-0.4019
7536,Bafflingly poor quality,2,bafflingly poor quality,-0.4767
7537,"Nice Costume suit, but very small for the size",3,nice costume suit small size,0.4215
7538,Not proportioned,2,proportion,0.0
7539,"Shrunk 3 sizes, didn’t even dry it!",3,shrunk 3 size not dry,0.0
7540,Great weekend and casual dress,5,great weekend casual dress,0.7096
7541,Poor Stitching,2,poor stitching,-0.4767
7542,Easy everyday wear,4,easy everyday wear,0.4404
7543,Looks and fits great until you wash it,1,look fit great wash,0.765
7544,Fit good,5,fit good,0.6597
7545,we sent it back,1,send,0.0
7546,Sandstripe vest,2,sandstripe vest,0.0
7547,Can't get hands out of pocket.,1,not hand pocket,-0.3875
7548,Needs to be ironed,3,need iron,0.0
7549,best jeans Ever,5,good jean,0.4404
7550,Dye stains everything!,2,dye stain,0.0
7551,it simply sat on my neck and didn't look close to turtle neck!,2,simply sit neck not look close turtle neck,0.0
7552,Fit like a shirt,1,fit like shirt,0.6124
7553,Read if it shrinks in wash!,3,read shrink wash,0.0
7554,Clearly used sweater,1,clearly sweater,0.4019
7555,Surprising good look and fit,5,surprising good look fit,0.7579
7556,"Doesn’t fit, runs small.",2,not fit run small,-0.2755
7557,Runs small in the bust,3,run small bust,0.0
7558,Ordinary for the price,1,ordinary price,0.0
7559,A lil tight but what I usually get when I buy jeans from Amazon that aren't a popular brand,3,lil tight usually buy jean amazon not popular brand,-0.1611
7560,Poorly Made for My Body,2,poorly body,0.0
7561,"Too thin, too sheer",3,thin sheer,0.0
7562,Odd style,1,odd style,-0.3182
7563,"So cute, but so big!",3,cute big,0.4588
7564,GREAT SWEATER,5,great sweater,0.6249
7565,La talla no es la que se señala,1,la talla es la que se señala,0.0
7566,Pants way too long,3,pant way long,0.0
7567,Abnormally large armholes,1,abnormally large armhole,0.0
7568,Petite ladies avoid!,3,petite lady avoid,-0.296
7569,Flowy and feminine,5,flowy feminine,0.0
7570,Cute but needs small adjustment,3,cute need small adjustment,0.4588
7571,Pretty cover up,4,pretty cover,0.4939
7572,"Beautiful, but a bit boxy",4,beautiful bit boxy,0.5994
7573,"Everyday skirt, but just okay",2,everyday skirt okay,0.2263
7574,Inconsistent fit and split at non seam,1,inconsistent fit split non seam,0.3612
7575,Missing bowtie,3,miss bowtie,-0.1531
7576,Floral print is gorgeous in person,4,floral print gorgeous person,0.6124
7577,"The 31"" stone version was almost an inch smaller in the waist than the 31"" grey version",3,31 stone version inch small waist 31 grey version,0.0516
7578,Work pants.,5,work pant,0.0
7579,The stitching is beautiful but.....,2,stitching beautiful,0.5994
7580,Wrinkles really bad.,2,wrinkles bad,-0.5423
7581,I have thin legs and the shorts leg hole was too baggy!!,2,thin leg short leg hole baggy,0.0
7582,Not midi length,3,midi length,0.0
7583,Waist elastic gave out,2,waist elastic give,0.0
7584,"Lovely pants, but the strecth out a great deal",3,lovely pant strecth great deal,0.836
7585,Sweater was to big,1,sweater big,0.0
7586,not recommended,2,recommend,0.3612
7587,Original top - runs large,4,original   run large,0.3182
7588,defective zipper,1,defective zipper,-0.4404
7589,Bryson cowl,5,bryson cowl,0.0
7590,Almost like raiding audrey hepburn's closet,5,like raid audrey hepburn closet,0.3612
7591,Just what i was looking for.,5,look,0.0
7592,Much thinner then anticipated,2,thin anticipate,0.0
7593,Make your buns look adorable,5,bun look adorable,0.4939
7594,Elastic too tight for me,4,elastic tight,0.0
7595,"Cute tank, great details",4,cute tank great detail,0.7964
7596,Great value for insulated mid layer,4,great value insulated mid layer,0.7579
7597,Fell apart after 3 wearings,1,fall apart 3 wearing,0.0
7598,Nice color!,5,nice color,0.4215
7599,It fits good. Nice looking,5,fit good nice look,0.802
7600,Warm & cozy!,5,warm   cozy,0.2263
7601,Beautiful Casual Sweater,5,beautiful casual sweater,0.6908
7602,"Nice, but too low",4,nice low,0.1779
7603,It ripped,2,rip,0.0
7604,Great for style,4,great style,0.6249
7605,They are tapered! why?!,1,taper,0.0
7606,Colors a bit off but I love it,5,color bit love,0.6369
7607,Size Up!,1,size,0.0
7608,share top,4,share,0.296
7609,Vibrant colors & sweet side detail,5,vibrant color   sweet detail,0.7506
7610,Great tee!,5,great tee,0.6249
7611,Can't wait for warmer weather,5,not wait warm weather,-0.1695
7612,Buy!,4,buy,0.0
7613,Excellent Jacket,4,excellent jacket,0.5719
7614,Thin and cheap fabric,2,thin cheap fabric,0.0
7615,"Fits right everywhere but the waist, I cannot close it unless I bring it up to my bellybutton.",3,fit right waist close bring bellybutton,0.3612
7616,No zipper?,2,zipper,0.0
7617,Beautiful dress terrible material,1,beautiful dress terrible material,0.2023
7618,order a size down,4,order size,0.0
7619,Great for many occasions,5,great occasion,0.6249
7620,Size down on this one.,4,size,0.0
7621,Super sexy perfect fit!,5,super sexy perfect fit,0.926
7622,Too low and very big armholes!,2,low big armhole,-0.2732
7623,Nice suit had to do a lil alterations but was perfect,5,nice suit lil alteration perfect,0.7579
7624,Not for a man!,1,man,0.0
7625,"Less than 2 months of wear, the denim split near the back pocket.",1,2 month wear denim split near pocket,0.0
7626,Too narrow… material too thin…,1,narrow material thin,0.0
7627,*****This jacket is taylored to run one size smaller.******,4,jacket taylore run size small,0.0
7628,Waist is higher than my waist,3,waist high waist,0.0
7629,Two strikes,3,strike,-0.128
7630,Great basic sweater,4,great basic sweater,0.6249
7631,"Pretty on the hanger, weird on me",3,pretty hang weird,0.3612
7632,Another see through ivory blouse,3,ivory blouse,0.0
7633,Pants fit way too large,2,pant fit way large,0.3612
7634,Just okay fit,3,okay fit,0.5267
7635,Love this cozy dress!,5,love cozy dress,0.6369
7636,J brand cropped rail jeans,3,j brand crop rail jean,0.0
7637,"Ok, but not awesome",3,ok awesome,0.743
7638,GREAT!!,4,great,0.6249
7639,"High quality , look good",5,high quality   look good,0.4404
7640,Hideous,1,hideous,0.0
7641,Average to cheap quality,2,average cheap quality,0.0
7642,Size is not actual,3,size actual,0.0
7643,Good jeans! But quality is downgraded!,4,good jean quality downgrade,0.4404
7644,My favorite socks,5,favorite sock,0.4588
7645,Great quality but fake pockets,4,great quality fake pocket,0.25
7646,Great heavy duty quality,4,great heavy duty quality,0.6249
7647,Measurements are too small,4,measurement small,0.0
7648,Beautiful Dress!!,5,beautiful dress,0.5994
7649,Quality has gone,1,quality go,0.0
7650,Too short in front,3,short,0.0
7651,Lounging dress,4,lounge dress,0.0
7652,Perfect cocktail dress,5,perfect cocktail dress,0.5719
7653,Poor quality sweater,1,poor quality sweater,-0.4767
7654,Sooo flattering!,5,sooo flattering,0.3182
7655,Great dress but not in green,3,great dress green,0.6249
7656,It looks great . Very nice quality!,5,look great   nice quality,0.7845
7657,Adorable but runs large...,5,adorable run large,0.4939
7658,Not for the big or tall,4,big tall,0.0
7659,Great easy to wear machine washable!!!,5,great easy wear machine washable,0.7906
7660,Great shirt and great quality,5,great shirt great quality,0.8481
7661,Fit good but color runs and makes everything green.,2,fit good color run make green,0.6597
7662,My bad,2,bad,-0.5423
7663,Great jacket for tall men,5,great jacket tall man,0.6249
7664,East to wear and stylish!,4,east wear stylish,0.0
7665,Super flattering and unique,5,super flattering unique,0.7351
7666,Doesn’t fit well,1,not fit,-0.2755
7667,Color not as expected. NOT vibrant Yellow,2,color expect vibrant yellow,0.5267
7668,Trash,1,trash,0.0
7669,That dress,4,dress,0.0
7670,Better than I expected,5,well expect,0.2732
7671,"Does not fit to size, runs about 1-2 sizes bigger.",3,fit size run 12 size big,0.3612
7672,Hanes does not seem to make quality products anymore,1,hane quality product anymore,0.0
7673,Love these !!!,5,love,0.6369
7674,Good sweater!,4,good sweater,0.4404
7675,Super short shorts...,2,super short short,0.5994
7676,Loved it but the fabric didn't keep its shape,3,love fabric not shape,0.6369
7677,Kid Designs for Adults,1,kid design adult,0.0
7678,They're alrightt,2,alrightt,0.0
7679,Ripped before i could even wear it,1,rip wear,0.0
7680,Not Van Heusen Quality!!!,1,van heusen quality,0.0
7681,The jeans are okay’ish.,3,jean okayish,0.0
7682,Very Fattering😍,4,fattere,0.0
7683,Good pant,3,good pant,0.4404
7684,Just Meh :(,2,meh,-0.0772
7685,Perfect as maternity,4,perfect maternity,0.5719
7686,Wear anywhere,5,wear,0.0
7687,Good pants so far,4,good pant far,0.4404
7688,Only one leg had a sewn bottom hem,3,leg sew hem,0.0
7689,OK shirts,4,ok shirt,0.296
7690,Poof,2,poof,0.0
7691,Can't get out the wrinkles!,1,not wrinkle,0.0
7692,Gorgeous color and material,4,gorgeous color material,0.6124
7693,Dress in catalog is not the same,1,dress catalog,0.0
7694,Sturdy basic,4,sturdy basic,0.0
7695,Not frumpy!,4,frumpy,0.0
7696,A bit disappointing 😕,2,bit disappointing,-0.4939
7697,They are way to long,2,way long,0.0
7698,Gorgeous leggings,5,gorgeous legging,0.6124
7699,They run very large,3,run large,0.0
7700,So cute i want to wear it everyday!,5,cute want wear everyday,0.5106
7701,Swimming - size down,3,swimming   size,0.0
7702,nice quality for a night on the beach,3,nice quality night beach,0.4215
7703,Material NOT FLEXIBLE/ZIPPER BROKE,1,material flexiblezipper break,0.0
7704,Against the majority,5,majority,0.0
7705,Runs slightly too large.,3,run slightly large,0.0
7706,Pretty but tight fit,3,pretty tight fit,0.6908
7707,Just what my husband wanted.,5,husband want,0.0772
7708,A winner; better than the posy maxi sweater dress!,5,winner well posy maxi sweater dress,0.7096
7709,Best blazer!,5,good blazer,0.4404
7710,Fairisle sweater color,3,fairisle sweater color,0.0
7711,Fits like a parachute,2,fit like parachute,0.6124
7712,"Cute, but ""off"" fit",2,cute fit,0.6705
7713,Dry clean only for casual top. no way!,2,dry clean casual way,0.5423
7714,This top is just meh,2,meh,-0.0772
7715,Way too small.  Sizing is not correct,3,way small   sizing correct,0.0
7716,"Perfect, but kind of stretchy! No back gap",5,perfect kind stretchy gap,0.7964
7717,"Shapely, but busty gals beware",3,shapely busty gal beware,0.0
7718,Nice But Slightly Large,4,nice slightly large,0.4215
7719,Return policy through UPS was a nightmare. Please use Kohl’s.,2,return policy up nightmare use kohls,0.0
7720,Paper Thin,2,paper thin,0.0
7721,what I needed.,4,need,0.0
7722,Forget about wearing a bra,2,forget wear bra,-0.2263
7723,T-shirt,5,tshirt,0.0
7724,Great product.,5,great product,0.6249
7725,Needs belt loops,4,need belt loop,0.0
7726,loves them,5,love,0.6369
7727,Thin to not win,3,thin win,0.5859
7728,Women's Rain Jacket with Hood,1,womens rain jacket hood,0.0
7729,No 502 TAPER LEG fit the same.,1,502 taper leg fit,0.3612
7730,"Good cut, bad texture",3,good cut bad texture,-0.4019
7731,Cute but poorly made,2,cute poorly,0.4588
7732,Little shorter than I like,4,little short like,0.3008
7733,Runs way too small to a nearly absurd degree,1,run way small nearly absurd degree,0.0
7734,Cute bomber,4,cute bomber,0.4588
7735,80's sweater,2,80 sweater,0.0
7736,"Runs small in waist, sleeves and big in shoulders",3,run small waist sleeve big shoulder,0.0
7737,Fall dots,4,fall dot,0.0
7738,Discrepency between regular and petite,4,discrepency regular petite,0.0
7739,No elasticity :(,1,elasticity,0.0
7740,"Bottoms are long, super soft and cozy",4,bottom long super soft cozy,0.5994
7741,Cute but a little overwhelming,4,cute little overwhelming,0.4588
7742,Nice color but this dress grows,4,nice color dress grow,0.4215
7743,Great dresses outfit perfect for a wedding.,5,great dress outfit perfect wedding,0.8316
7744,Pretty ivory tank,4,pretty ivory tank,0.4939
7745,More beautiful in reality,4,beautiful reality,0.5994
7746,pulls an outfit together,5,pull outfit,0.0
7747,"If your arms are like slender man, this jacket is for you!",1,arm like slender man jacket,0.3612
7748,"Super thin, somewhat see through, awfully sus",2,super thin somewhat awfully sus,0.5994
7749,Great suit for my 6 year old,5,great suit 6 year old,0.6249
7750,Color fades quickly,1,color fade quickly,0.0
7751,very thin poor quality material,2,thin poor quality material,-0.4767
7752,"Great dress, too short",3,great dress short,0.6249
7753,Que llamen antes de entregar,1,que llaman ante de entregar,0.0
7754,"runs too large to size, didnt like it",2,run large size not like,-0.2755
7755,"Super cute, unique coat",5,super cute unique coat,0.7845
7756,Stylish and comfy!,4,stylish comfy,0.0
7757,This product has a slim fit.,5,product slim fit,0.3612
